eid,title,bucket,new_decision,reason_category
2-s2.0-85120816290,Realization of bi-level optimization of adaptive building envelope with a finite-difference model featuring short execution time and versatility,vent_breathing,exclude,facade_no_movement
2-s2.0-85127309298,The Influence of Using Responsive Façade as a Tool for Improving the Built Environment: Case study: Attaba - Opera square,static_other,exclude,facade_no_movement
2-s2.0-85123181369,Dynamic façades – An exploratory campaign to assess occupant multi-domain environmental satisfaction and façade interaction,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85112841586,Biomimetic building facades demonstrate potential to reduce energy consumption for different building typologies in different climate zones,static_other,exclude,facade_no_movement
2-s2.0-85121308536,A combined scheme for maximising the output power of a Photovoltaic array under partial shading conditions,control_of_static,exclude,facade_no_movement
2-s2.0-85142352228,Modeling the Shading Effect of Vancouver’s Urban Tree Canopy in Relation to Neighborhood Variations,static_other,exclude,facade_no_movement
2-s2.0-85119679814,Interfacing DNA hydrogels with ceramics for biofunctional architectural materials,static_other,exclude,facade_no_movement
2-s2.0-85122358876,Laboratory testbed and methods for flexible characterization of thermal and fluid dynamic behaviour of double skin facades,dsf_static,exclude,facade_no_movement
2-s2.0-85102566878,ANP model for evaluating the performance of adaptive façade systems in complex commercial buildings,static_other,exclude,facade_no_movement
2-s2.0-85123552064,"An Adaptive Building Skin Concept Resulting from a New Bioinspiration Process: Design, Prototyping, and Characterization",static_other,exclude,facade_no_movement
2-s2.0-85145207484,Smart wall by wireless sensor network toward building energy optimization,static_other,exclude,facade_no_movement
2-s2.0-85120399897,Dynamic compartmentalization of double-skin façade for an office building with single-sided ventilation,dsf_static,exclude,facade_no_movement
2-s2.0-85183757871,MACHINE LEARNING MODELING AND GENETIC OPTIMIZATION OF ADAPTIVE BUILDING FAÇADE TOWARDS THE LIGHT ENVIRONMENT,static_other,exclude,facade_no_movement
2-s2.0-85117376650,Optimizing the modular adaptive façade control strategy in open office space using integer programming and surrogate modelling,control_of_static,exclude,facade_no_movement
2-s2.0-85104812806,"Adaptive building envelope simulation in current design practice: findings from interviews with practitioners about their understanding of methods, tools and workarounds and implications for future tool developments",static_other,exclude,facade_no_movement
2-s2.0-85148509819,Empirical validation of co-simulation models for adaptive building envelopes,static_other,exclude,facade_no_movement
2-s2.0-85136105100,INVESTIGATING THE IMPACT OF BIO-INSPIRED FAÇADE DESIGN ON INDOOR ENVIRONMENT,static_other,exclude,facade_no_movement
2-s2.0-85125241913,Exploration of a Dynamic Building Skin System Responding to Light Environment Information,static_other,exclude,facade_no_movement
2-s2.0-85122271221,Design Optimisation of Fixed and Adaptive Shading Devices on Four Façade Orientations of a High-Rise Office Building in the Tropics,static_other,exclude,facade_no_movement
2-s2.0-85184339063,ADAPTIVE EXTERNAL SHADING SYSTEM FOR BETTER DAYLIGHT BALANCING WITH HEAT GAIN FOR THE COMPOSITE CLIMATE OF DELHI NCR,insufficient_info,exclude,insufficient_info
2-s2.0-85101859685,A data-driven optimized daylight pattern for responsive facades design,movable_possible->include,include,
2-s2.0-85169934946,Algae Bio-reactive Building Envelope: Dynamic Lighting and Energy Aspects for Algae-based Building Skin,insufficient_info,exclude,insufficient_info
2-s2.0-85141161213,The Concept and Means of Adaptive Shading,static_other,exclude,facade_no_movement
2-s2.0-85169924526,"Modeling, Simulation and Evaluation of a Double-Sided Hydronic Layer Embedded Opaque Climate-Adaptive Building Envelope",static_other,exclude,facade_no_movement
2-s2.0-85146934745,PREDICTING COOLING ENERGY DEMANDS OF ADAPTIVE FACADES USING ARTIFICIAL NEURAL NETWORK,static_other,exclude,facade_no_movement
2-s2.0-85138101402,Predicting Cooling Energy Demands of Adaptive Facades Using Artificial Neural Network,static_other,exclude,facade_no_movement
2-s2.0-85161152137,Thermally Responsive Building Envelopes from Materials to Engineering,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85121667028,Integrated Adaptive Facades for Building Energy Efficiency and User’s Thermal Comfort,static_other,exclude,facade_no_movement
2-s2.0-105019930027,Implementation of a Dynamic Thermal and Illuminance Control System in Responsive Façades: Shading Study,static_other,exclude,facade_no_movement
2-s2.0-85151548623,The influence of occupant behaviour on the energy performance of single office space with adaptive facades: simulation versus measured data,control_of_static,exclude,facade_no_movement
2-s2.0-85206503963,Physiomimetic Façade Design Systematics for a function-oriented transfer of biological principles to thermally-adaptive façade design concepts,insufficient_info,exclude,insufficient_info
2-s2.0-85167569946,Control Strategies and Thermal Performance of Responsive Building Envelope with Active Insulation System,control_of_static,exclude,facade_no_movement
2-s2.0-85118529507,Experimental-simulation methodology for estimation of thermal parameters of adaptive facades in mild climate conditions: A water-flow glazing case study,static_other,exclude,facade_no_movement
2-s2.0-85124269240,Advanced control strategy to maximize view and control discomforting glare: a complex adaptive façade,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85184320541,"ENERGY-SAVING BY SHADING DEVICE'S SHADED AREA ON A FULLY GLAZED MULTI-STOREYED OFFICE BUILDING IN A HOT AND HUMID CLIMATE, CHENNAI, INDIA.",insufficient_info,exclude,insufficient_info
2-s2.0-85147428263,NATURE-INSPIRED SUSTAINABLE SOLUTIONS FOR AN ARCHITECTURAL ENVIRONMENT,not_facade_other,exclude,not_facade
2-s2.0-85169884090,Evaluating the Impacts of Weather Forecast Inaccuracy on Performance of Model Predictive Control for Dynamic Facades,control_of_static,exclude,facade_no_movement
2-s2.0-85178623320,Solar shading as a cost-effective means to stop rising air-conditioning needs in Europe,insufficient_info,exclude,insufficient_info
2-s2.0-85176505484,Implementation and Calibration of a Model to Treat Naturally Ventilated Complex Fenestration Systems in TRNSYS,movable_possible->include,include,
2-s2.0-85167711872,Co-Simulation and Validation of Automated Shading Devices using EnergyPlus and Radiance to Optimize Building Energy Use,insufficient_info,exclude,insufficient_info
2-s2.0-85170073090,Energy Use Sensitivity Analysis of Sensor Placement in Small Office Buildings with Dynamic Shading and Lighting,insufficient_info,exclude,insufficient_info
2-s2.0-85106260631,Low-energy cooling and ventilation refurbishments for buildings in a Mediterranean climate,static_other,exclude,facade_no_movement
2-s2.0-85149115511,OPTIMIZATION OF AN ADAPTIVE ALGAE FAÇADE BASED ON SOLAR RADIATION SIMULATION,static_other,exclude,facade_no_movement
2-s2.0-85144597442,A Hydroactive Facade for Rainwater Harvesting and Evaporative Cooling: Dynamic Modeling and Simplification for Application in Optimization-based Long-term Building Operation Strategy∗,static_other,exclude,facade_no_movement
2-s2.0-85128902624,Fast simulation of dynamic heat transfer through building envelopes via parareal algorithms,static_other,exclude,facade_no_movement
2-s2.0-85130888521,"Morphological differentiation for the environmental adaptation of biomimetic buildings: Skins, surfaces, and structures",static_other,exclude,facade_no_movement
2-s2.0-85106286476,Urban heat-mitigating building form and façade framework,static_other,exclude,facade_no_movement
2-s2.0-85124775061,Diet-related changes of basal lamina fenestrations in the villous epithelium of the rat small intestine: Statistical analysis on scanning electron microscopy,static_other,exclude,facade_no_movement
2-s2.0-85161122878,"Design Principles, Strategies, and Environmental Interaction of Dynamic Envelopes",static_other,exclude,facade_no_movement
2-s2.0-85161151770,Material Driven Adaptive Design Model for Environmentally-Responsive Envelopes,movable_possible->include,include,
2-s2.0-85146624692,Comparative Analysis between different types of Responsive Design Approach: (Applicability to Use in Different Climatic Regions in Egypt),static_other,exclude,facade_no_movement
2-s2.0-85130959963,Exploiting the Potential of Nature for Sustainable Building Designs: A Novel Bioinspired Framework Based on a Characterization of Living Envelopes,static_other,exclude,facade_no_movement
2-s2.0-85139777874,Comprehensive Characterization of an Open Source Approach to Design in Architectural Education.: The integration of the “Do It Yourself” process in architectural design education,not_facade_other,exclude,not_facade
2-s2.0-85136517576,Design and Manufacturing of Adaptive Facades in a Life Cycle Approach: A Survey on Challenges and Solutions in the Italian Building Industry,static_other,exclude,facade_no_movement
2-s2.0-85121833504,Biomimetic approaches for adaptive building envelopes: Applications and design considerations,static_other,exclude,facade_no_movement
2-s2.0-85121099661,Efficient shading device as an important part of daylightophil architecture; a designerly framework of high-performance architecture for an office building in Tehran,static_other,exclude,facade_no_movement
2-s2.0-85120030842,Bio-algae: a study of an interactive facade for commercial buildings in populated cities,static_other,exclude,facade_no_movement
2-s2.0-85116428468,Development of an Improved GMPPT Based on Scanning Method for PV System Operating under a Dynamic Partial Shading Conditions,static_other,exclude,facade_no_movement
2-s2.0-85120848775,Evaporative cooling strategies in urban areas: The potential of vertical greening systems to reduce nocturnal heat stress,static_other,exclude,facade_no_movement
2-s2.0-85120866533,Time enhanced architectural modelling (T.E.A.M.): Virtual reality project for the planning and visualization of kinetic architecture and dynamic design,not_facade_other,exclude,not_facade
2-s2.0-85113599150,Evaluating dynamic thermal performance of building envelope components using small-scale calibrated hot box tests,static_other,exclude,facade_no_movement
2-s2.0-85120480218,Designing louvers toward optimum daylight performance in Indonesia: A parametric study,static_other,exclude,facade_no_movement
2-s2.0-85119376531,Surveying impacts of adaptive facades on acoustical quality of classrooms,pcm_thermal,exclude,facade_no_movement
2-s2.0-85118968789,An evaluation of useful daylight illuminance in an office room with a light shelf and translucent ceiling at 51◦ n,static_other,exclude,facade_no_movement
2-s2.0-85119120665,Multi-component MHD model of hot jupiter envelopes,static_other,exclude,facade_no_movement
2-s2.0-85109390454,"A dynamic vertical shading optimisation to improve view, visual comfort and operational energy",movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85109460031,"Design, construction and validation of MATELab: A novel outdoor chamber for investigating occupant-facade interaction",static_other,exclude,facade_no_movement
2-s2.0-85107983070,Thermal Characterization of Building Walls under Random Boundary Conditions,static_other,exclude,facade_no_movement
2-s2.0-85118460027,"Energy refurbishment of an office building by addition of a second skin: Improvement of thermal behavior, energy performance and possible conversion by PV",dsf_static,exclude,facade_no_movement
2-s2.0-85107134486,"Model predictive control for integrated control of air-conditioning and mechanical ventilation, lighting and shading systems",control_of_static,exclude,facade_no_movement
2-s2.0-85108866841,Design processes and multi-regulation of biomimetic building skins: A comparative analysis,static_other,exclude,facade_no_movement
2-s2.0-85097248742,Robotics application for the advanced integration of design and technology in architecture,not_facade_other,exclude,not_facade
2-s2.0-85112551743,Energy Efficient Buildings with Algae,static_other,exclude,facade_no_movement
2-s2.0-85112097850,"The adaptive power of ammophila arenaria: Biomimetic study, systematic observation, parametric design, and experimental tests with bimetal",static_other,exclude,facade_no_movement
2-s2.0-85105498606,A novel musical chairs algorithm applied for MPPT of PV systems,static_other,exclude,facade_no_movement
2-s2.0-85111154588,Parametric design and comfort optimization of dynamic shading structures,static_other,exclude,facade_no_movement
2-s2.0-85109511276,A study on the trends for expression in Korean contemporary architectural facade design: Focusing on large buildings in the city center,media_led,exclude,facade_no_movement
2-s2.0-85079369642,"Biophilic, photobiological and energy-efficient design framework of adaptive building façades for Northern Canada",static_other,exclude,facade_no_movement
2-s2.0-85108017781,Zero energy building economic and energetic assessment with simulated and real data using photovoltaics and water flow glazing,static_other,exclude,facade_no_movement
2-s2.0-85105568411,Uncertainty of solar radiation in urban canyons propagates to indoor thermo-visual comfort,static_other,exclude,facade_no_movement
2-s2.0-85089452205,Potential annual daylighting performance of a high-efficiency daylight redirecting slat system,not_facade_other,exclude,not_facade
2-s2.0-85107426727,A data-driven method to minimize sensor use for dynamic shading control,static_other,exclude,facade_no_movement
2-s2.0-85104347322,"Biophilic photobiological adaptive envelopes for sub-Arctic buildings: Exploring impacts of window sizes and shading panels’ color, reflectance, and configuration",static_other,exclude,facade_no_movement
2-s2.0-85106885222,The significance of the adaptive thermal comfort practice over the structure retrofits to sustain indoor thermal comfort,static_other,exclude,facade_no_movement
2-s2.0-85099208246,Numerical investigation of indoor thermal comfort and air quality for a multi-purpose hall with various shading and glazing ratios,static_other,exclude,facade_no_movement
2-s2.0-85100431205,"Development of an integrated tool based on life cycle assessment, Levelized energy, and life cycle cost analysis to choose sustainable Facade Integrated Photovoltaic Systems",static_other,exclude,facade_no_movement
2-s2.0-85100644431,Calibration of energy simulation using optimization for buildings with dynamic shading systems,static_other,exclude,facade_no_movement
2-s2.0-85101168497,Experimental determination of the building envelope's dynamic thermal characteristics in consideration of hygrothermal modelling – Assessment of methods and sources of uncertainty,static_other,exclude,facade_no_movement
2-s2.0-85105090023,Life Cycle Assessment of Dynamic Water Flow Glazing Envelopes: A Case Study with Real Test Facilities,static_other,exclude,facade_no_movement
2-s2.0-85099257473,Simplified Model for Directional Delivery of Air Through Louvers Used in Air-Conditioning Systems,static_other,exclude,facade_no_movement
2-s2.0-85123768643,Applied innovation: Technological experiments on biomimetic façade systems and solar panels,static_other,exclude,facade_no_movement
2-s2.0-85099219026,Ten questions concerning co-simulation for performance prediction of advanced building envelopes,control_of_static,exclude,facade_no_movement
2-s2.0-85136112302,Biomimetic adaptive building skins: design and performance,static_other,exclude,facade_no_movement
2-s2.0-85124765122,An Autonomous Bio-Inspired Shading Façade System based on Plant Movement Principles,insufficient_info,exclude,insufficient_info
2-s2.0-85088046524,A user detective adaptive facade towards improving visual and thermal comfort,static_other,exclude,facade_no_movement
2-s2.0-85141914528,"Utilizing dynamic shading system to achieve daylight performance according to LEED standards V.4: case study, university classrooms in Egypt",static_other,exclude,facade_no_movement
2-s2.0-85120787117,Adaptive bending-active modules for a tensile solar shading system,static_other,exclude,facade_no_movement
2-s2.0-85124566177,Assessment of the Potential of Adaptive Building Envelopes in Beirut,static_other,exclude,facade_no_movement
2-s2.0-85117696817,Potentials of Plant’s Strategies for an Adaptive Building Envelope,static_other,exclude,facade_no_movement
2-s2.0-85125762052,Design of Library Extension Featuring a Parametric/Dynamic Façade and Integrated with the Landscape in UAEU Campus,insufficient_info,exclude,insufficient_info
2-s2.0-85100006012,Bioshading system design method (BSDM),static_other,exclude,facade_no_movement
2-s2.0-85104797731,Notes from the Valley of Death: A Case for Entrepreneurship in Architecture,static_other,exclude,facade_no_movement
2-s2.0-85104637043,The synergy of building massing and facade: An evo-devo approach for performance-based design optimization combining facade design with building massing,static_other,exclude,facade_no_movement
2-s2.0-85124977232,On the possibility of using simple weather forecast in the adaptation of building envelopes for energy efficiency,static_other,exclude,facade_no_movement
2-s2.0-85136160419,"Inverse design for advanced building envelope materials, systems and operation",static_other,exclude,facade_no_movement
2-s2.0-85119206483,Dynamic heat transfer simulation method of building envelope based on Laguerre polynomials model order reduction,static_other,exclude,facade_no_movement
2-s2.0-85171377186,Biointelligent quotient house as an algae-based green building,static_other,exclude,facade_no_movement
2-s2.0-85122146867,Computational modeling of the mechanics of energy harvesters based on tensegrity solar faÇades,static_other,exclude,facade_no_movement
2-s2.0-85100042183,Proof of concept (Poc) 1.0—implementing a bioshading system design method,static_other,exclude,facade_no_movement
2-s2.0-85101800826,Thermal performance of alternative binders lime hemp concrete (LHC) building: comparison with conventional building materials,static_other,exclude,facade_no_movement
2-s2.0-85113814258,Full-scale experimental testing to investigate windwind-induced vibrations on curtain wall systems,static_other,exclude,facade_no_movement
2-s2.0-85104604035,Folded surface elements coupled with planar scissor linkages: A novel hybrid type of deployable structures,movable_possible->include,include,
2-s2.0-85097083308,Development and validation of a roadmap to assist the performance-based early-stage design process of adaptive opaque facades,static_other,exclude,facade_no_movement
2-s2.0-85097335556,The adaptive envelope and its role in providing improvements for high-rise buildings performance,insufficient_info,exclude,insufficient_info
2-s2.0-85099553034,The influence of solar-shading systems on an office building cooling load,static_other,exclude,facade_no_movement
2-s2.0-85096432051,Progressive Collapse of flat slab structures-key elements and connections,static_other,exclude,facade_no_movement
2-s2.0-85089254762,Slumped IGU’s with large airspaces: engineering challenges and solutions,static_other,exclude,facade_no_movement
2-s2.0-85090335845,A comprehensive adaptive approach to calculating the envelope surface of the digital models in CNC machining,static_other,exclude,facade_no_movement
2-s2.0-85084830682,Future trends and main concepts of adaptive facade systems,static_other,exclude,facade_no_movement
2-s2.0-85085270237,Dynamic Climate Analysis for early design stages: a new methodological approach to detect preferable Adaptive Opaque Façade Responses,static_other,exclude,facade_no_movement
2-s2.0-85087008459,Early Renal Function Alterations in Renal Branches vs. Renal Fenestrations – A Dynamic Scintigraphy Based Prospective Study,static_other,exclude,facade_no_movement
2-s2.0-85090332201,Images of associative psychology as a generator of architectural education ideas,not_facade_other,exclude,not_facade
2-s2.0-85091373991,Utilizing Technology of Dynamic Faces on Buildings,static_other,exclude,facade_no_movement
2-s2.0-85086162735,Innovative control approaches to assess energy implications of adaptive facades based on simulation using EnergyPlus,movable_possible->include,include,
2-s2.0-85089192606,Destructive reverse bias pinning in perovskite/silicon tandem solar modules caused by perovskite hysteresis under dynamic shading,static_other,exclude,facade_no_movement
2-s2.0-85089198087,A framework to achieve multifunctionality in biomimetic adaptive building skins,static_other,exclude,facade_no_movement
2-s2.0-85083325294,Energy consumption of water-filled glass (WFG) hybrid building envelope,static_other,exclude,facade_no_movement
2-s2.0-85087331408,Heating and Cooling Energy Savings of a Proposed Variable Thermal Resistance Envelope (Dynamic EIFS) in Office Buildings,static_other,exclude,facade_no_movement
2-s2.0-85083332795,Auto-responsive technologies for thermal renovation of opaque facades,static_other,exclude,facade_no_movement
2-s2.0-85088145745,Research on Adaptive Facade Renovation Design of Industrial Architectural Heritage: A Case Study of Nanjing Hutchison Factory,static_other,exclude,facade_no_movement
2-s2.0-85128181107,"Wood-based Responsive Systems: A Workflow for Simulating, Predicting and Steering Material Performance in Architectural Design",not_facade_other,exclude,not_facade
2-s2.0-85081216955,Enhancing building energy efficiency by adaptive façade: A computational optimization approach,static_other,exclude,facade_no_movement
2-s2.0-85081971163,Influence of two motion types on solar transmittance and daylight performance of dynamic façades,movable_possible->include,include,
2-s2.0-85079325450,Automated adaptive façade functions in practice - Case studies on office buildings,static_other,exclude,facade_no_movement
2-s2.0-85079685271,Simulation and experimental validation of fast adaptive particle swarm optimization strategy for photovoltaic global peak tracker under dynamic partial shading,static_other,exclude,facade_no_movement
2-s2.0-85080077231,Energy savings and daylighting evaluation of dynamic venetian blinds and lighting through full-scale experimental testing,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85083718105,Occupant-centered optimization framework to evaluate and design new dynamic shading typologies,static_other,exclude,facade_no_movement
2-s2.0-85084984543,Towards efficient green architecture and sustainable facades using novel brick design,static_other,exclude,facade_no_movement
2-s2.0-85083862307,Adaptive Deep Learning Aided Digital Predistorter Considering Dynamic Envelope,static_other,exclude,facade_no_movement
2-s2.0-85082575519,A study of an adaptive building facade in West Jakarta,static_other,exclude,facade_no_movement
2-s2.0-85082446690,The Prospects of Application in Russia New Generation of Envelopes - Dynamic/Adaptive Facades,static_other,exclude,facade_no_movement
2-s2.0-85076591468,Economic model predictive control of space heating and dynamic solar shading,movable_possible->include,include,
2-s2.0-85074022155,Body force model for simulating airflow through dynamically oscillating louvers,static_other,exclude,facade_no_movement
2-s2.0-85081231680,A methodology of interactive motion facades design through parametric strategies,static_other,exclude,facade_no_movement
2-s2.0-85076808957,Design strategies and energy performance of a net-zero energy house based on natural philosophy,static_other,exclude,facade_no_movement
2-s2.0-85067350173,Dynamic Façades: Optimization of Natural Light at Workplaces,static_other,exclude,facade_no_movement
2-s2.0-85097526375,Designing a dynamic fenestration to improve visual performance in educational spaces using daylight,static_other,exclude,facade_no_movement
2-s2.0-85088049126,Transformable building envelope design in architectural education,control_of_static,exclude,facade_no_movement
2-s2.0-85141912564,"Single-Skin and Multi-Skin Building Envelopes in Extreme Sub-Arctic Climates: Biophilic, Healthy Lighting and Thermal Performance Evaluations",insufficient_info,exclude,insufficient_info
2-s2.0-85099731186,Dynamics of tensegrity solar FaÇades operating as mechanical energy harvesters,insufficient_info,exclude,insufficient_info
2-s2.0-85103648888,Semi-passive architecture facade design,insufficient_info,exclude,insufficient_info
2-s2.0-85089282163,Building integrated photobioreactor,static_other,exclude,facade_no_movement
2-s2.0-105007397822,The use of biological models for building engineering design,static_other,exclude,facade_no_movement
2-s2.0-85184995407,Thermo-Spatial Performances of Eight Responsive Envelopes Simulation Studies Benchmarking Built Active Solar Shading Envelopes,insufficient_info,exclude,insufficient_info
2-s2.0-85108424163,Effect of applied interior thermal insulation systems on the energy performance of a historical/contemporary masonry,static_other,exclude,facade_no_movement
2-s2.0-85091330349,Hygro-compliant: Responsive architecture with passively actuated compliant mechanisms,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85105728083,Quantifying the residential demand response participation of dynamic building envelopes,insufficient_info,exclude,insufficient_info
2-s2.0-85096921942,Effect of applied interior thermal insulation systems on the energy performance of a historical/contemporary masonry,static_other,exclude,facade_no_movement
2-s2.0-85075417999,Comparison of energy conservation measures considering adaptive thermal comfort and climate change in existing Mediterranean dwellings,static_other,exclude,facade_no_movement
2-s2.0-85088013001,Bioclimatic building design theory and application,control_of_static,exclude,facade_no_movement
2-s2.0-85112202244,Improving the Energy Efficiency Of a Mediterranean High-Rise Envelope,insufficient_info,exclude,insufficient_info
2-s2.0-85090829802,Numerical and experimental characterization of the thermal behavior of complex fenestrations systems under dynamic conditions,insufficient_info,exclude,insufficient_info
2-s2.0-85097549274,Self-adapting faÇade systems: Experimentation regarding the exploitation of thermal dilation,static_other,exclude,facade_no_movement
2-s2.0-85070110145,Carbon counter electrode mesoscopic ambient processed & characterised perovskite for adaptive BIPV fenestration,static_other,exclude,facade_no_movement
2-s2.0-85184995809,The influence of discomfort glare on shading devices and its implications for daylit offices in tropical regions,insufficient_info,exclude,insufficient_info
2-s2.0-85142154875,Auto-Responsive Technologies: Criteria for usage in opaque facade thermal rehabilitation,insufficient_info,exclude,insufficient_info
2-s2.0-85185001462,Window Design and the Design of Air Flow Simulation Studies Revealing How Windows Form Air Movement,insufficient_info,exclude,insufficient_info
2-s2.0-85160419231,Exergy-Based Responsive Building Composites For Thermal Control Stimuli of an Adaptive Envelope,insufficient_info,exclude,insufficient_info
2-s2.0-85098769354,The concept of application of nanomaterials on the envelope facade of buildings in Egypt,insufficient_info,exclude,insufficient_info
2-s2.0-85074177314,Biomimetic adaptive building skins: Energy and environmental regulation in buildings,static_other,exclude,facade_no_movement
2-s2.0-85104165555,"Dynamic vocabularies: Active facade tectonics: Sensing and reacting to the wicked, complex entanglements of building envelope architecting",insufficient_info,exclude,insufficient_info
2-s2.0-85078610203,Photobioreactors as a dynamic shading system conceived for an outdoor workspace of the state library of queensland in brisbane: Study of daylighting performances,static_other,exclude,facade_no_movement
2-s2.0-85077167867,Development of a hybrid behavioural and thermal adaptive building envelope,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85075131861,Hybrid design method for wind-adaptive architecture,static_other,exclude,facade_no_movement
2-s2.0-85065818964,Influence of slat angle and low-emissive partitioning radiant energy veils on the thermal performance of multilayered windows for dynamic facades,not_facade_other,exclude,not_facade
2-s2.0-85076262438,The energy of the green: Green facades and vertical farm as dynamic envelope for resilient building,static_other,exclude,facade_no_movement
2-s2.0-85072712874,Novel methodology for detecting non-ideal operating conditions for grid-connected photovoltaic plants using Internet of Things architecture,static_other,exclude,facade_no_movement
2-s2.0-85072753526,Evaluation of climate-based daylighting techniques for complex fenestration and shading systems,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85068889316,Thermally responsive coating on building heating and cooling energy efficiency and indoor comfort improvement,movable_possible->include,include,
2-s2.0-85074473636,A simulation study on the performance of double skin facąde through experimental design methods and analysis of variance,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85069661354,Dynamic identification of a masonry façade from seismic response data based on an elementary Ordinary Least Squares approach,static_other,exclude,facade_no_movement
2-s2.0-85071248411,Proof of concept for a novel and smart shade resilient photovoltaic module,static_other,exclude,facade_no_movement
2-s2.0-85077528522,Adaptive building and skin: An innovative computational workflow to design energy efficient buildings in different climate zones,static_other,exclude,facade_no_movement
2-s2.0-85067082599,Evolution of all-glass nearly Zero Energy Buildings with respect to the local climate and free-cooling techniques,static_other,exclude,facade_no_movement
2-s2.0-85068486939,Transforming our buildings for a low-carbon era: Five key strategies,static_other,exclude,facade_no_movement
2-s2.0-85069176656,Sustainable facade design for glazed buildings in a blast resilient urban environment,static_other,exclude,facade_no_movement
2-s2.0-85065639636,"Assessment of the perception of cultural heritage as an adaptive re-use and sustainable development strategy: Case study of Kaunas, Lithuania",static_other,exclude,facade_no_movement
2-s2.0-85065057146,Full-scale experimental testing of integrated dynamically-operated roller shades and lighting in perimeter office spaces,control_of_static,exclude,facade_no_movement
2-s2.0-85068793809,Experimental Assessment of the Facąde-Integrated Thermoelectric Air-Conditioning Unit towards Development of the Autonomous Curtain Walling Module,static_other,exclude,facade_no_movement
2-s2.0-85065241431,Development and validation of a survey for well-being and interaction assessment by occupants in office buildings with adaptive facades,static_other,exclude,facade_no_movement
2-s2.0-85078728789,Learning modules for geometric pattern identification and mathematical modeling of facade systems,static_other,exclude,facade_no_movement
2-s2.0-85063787030,Designing with pixels: parametric thinking for patterning dynamic building facades,static_other,exclude,facade_no_movement
2-s2.0-85060948233,Opportunities and pitfalls of using building performance simulation in explorative R&D contexts,static_other,exclude,facade_no_movement
2-s2.0-85067082836,Rapid simulation of optimally responsive façade during schematic design phases: Use of a new hybrid metaheuristic algorithm,static_other,exclude,facade_no_movement
2-s2.0-85063258841,A photobiological approach to biophilic design in extreme climates,static_other,exclude,facade_no_movement
2-s2.0-85064674599,Pushing the envelope: Innovation and collaboration at Bloomberg’s new European headquarters,static_other,exclude,facade_no_movement
2-s2.0-85064393213,Construction and Control Strategy of Dynamic Facade Model of Office Building in Severe Cold Region,control_of_static,exclude,facade_no_movement
2-s2.0-85063378144,Multivariable Optimization of Dynamic Translucent Solar Screen on West-Facing Offices,static_other,exclude,facade_no_movement
2-s2.0-85057812662,An approach to calculate the equivalent solar heat gain coefficient of glass windows with fixed and dynamic shading in tropical climates,static_other,exclude,facade_no_movement
2-s2.0-85072816087,Kinetic elements in residential designs,not_facade_other,exclude,not_facade
2-s2.0-85062466985,Determination of the flight dynamic envelope via stable manifold,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85055884829,Robotics and kinetic design for underrepresented minority (URM) students in building education: Challenges and opportunities,not_facade_other,exclude,not_facade
2-s2.0-85058955614,Responsive building envelope concepts in zero emission neighborhoods and smart cities - A roadmap to implementation,static_other,exclude,facade_no_movement
2-s2.0-85056998685,An inverse modeling approach for the thermal response modeling of green façades,static_other,exclude,facade_no_movement
2-s2.0-85055938298,An improved approach for the collective construction of architectures inspired by wasp nests,static_other,exclude,facade_no_movement
2-s2.0-85055534291,Adaptive envelope process and minimum service curve applied to resource block allocation in the LTE downlink,static_other,exclude,facade_no_movement
2-s2.0-85015911326,Modelling natural ventilation for summer thermal comfort in Mediterranean dwellings,static_other,exclude,facade_no_movement
2-s2.0-85150782199,Calculation Method for Evaluating Diffuse Solar Heat Gains Through Adaptive Façades,insufficient_info,exclude,insufficient_info
2-s2.0-85068360969,Algorithmic design and performance analysis of adaptive façades,insufficient_info,exclude,insufficient_info
2-s2.0-85076378633,Rethinking Adaptive Building Skins from a Life Cycle Assessment perspective,static_other,exclude,facade_no_movement
2-s2.0-85095431782,"Best practices for full-scale testing and energy savings, daylighting and visual comfort evaluation of dynamic shading",insufficient_info,exclude,insufficient_info
2-s2.0-85129452352,Dynamic Façade Design Studio From sketches to microcontrollers,control_of_static,exclude,facade_no_movement
2-s2.0-85076305444,Superposition matrix for the assessment of performance-relevant adaptive façade functions,static_other,exclude,facade_no_movement
2-s2.0-85104811493,Optimisation of controller parameters for adaptive building envelopes through a co-simulation interface: A case study,control_of_static,exclude,facade_no_movement
2-s2.0-85063901370,Thermo-chromic glazing in buildings: A novel methodological framework for a multi-objective performance evaluation,static_other,exclude,facade_no_movement
2-s2.0-85107425675,Occupant-centred control strategies for adaptive facades: A preliminary study of the impact of shortwave solar radiation on thermal comfort,control_of_static,exclude,facade_no_movement
2-s2.0-85107325243,Occupant behavior modelling to support the development of adaptive facade control strategies,control_of_static,exclude,facade_no_movement
