eid,eff_doi,title,source,doctype,abstract_status,decision,reason_category,confidence,judged_on,mechanism_family,study_type,performance_reported,one_line
2-s2.0-85078011441,10.1080/17480272.2020.1713885,Programmable passive actuation for adaptive building façade design using hygroscopic properties of wood,Wood Material Science and Engineering,Article,ok,include,,high,abstract,material-driven,experiment,none,facade + physical movement (hygroscopic)
2-s2.0-85088046524,10.1016/j.jobe.2020.101554,A user detective adaptive facade towards improving visual and thermal comfort,Journal of Building Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85121792665,10.2495/sc210331,RESPONSIVE FAÇADES DESIGN USING NANOMATERIALS for OPTIMIZING BUILDINGS' ENERGY PERFORMANCE,Wit Transactions on Ecology and the Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85095915818,10.1016/j.autcon.2020.103450,Design approaches and typologies of adaptive facades: A review,Automation in Construction,Review,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-85105823271,10.35378/gujs.725902,Adaptive architecture based on environmental performance: an advanced intelligent façade (Aif) module,Gazi University Journal of Science,Article,ok,include,,high,abstract,unclear,prototype,multiple,facade + physical movement (actuator; kinetic façade)
2-s2.0-85141914528,10.1080/16874048.2021.1920138,"Utilizing dynamic shading system to achieve daylight performance according to LEED standards V.4: case study, university classrooms in Egypt",Hbrc Journal,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85101091295,10.1007/978-3-030-59328-5_26,Kinetic Adaptive Façades. A Systematic Review of Technological and Adaptive Features,Polito Springer Series,Book Chapter,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-85106201908,10.1007/978-981-33-6560-5_22,Kinetic Façade Design to Enhance Daylight Performance for Office Building in Malaysia,Lecture Notes in Civil Engineering,Conference Paper,ok,include,,high,abstract,origami-deployable,simulation,daylight,facade + physical movement (foldability where the facade; kinetic facade; kinetic façade)
2-s2.0-85129265183,10.23967/membranes.2021.020,SWITCHING TRANSFORMATION FOR SOFT PNEUMATIC ADAPTIVE SHADING,Structural Membranes 2021 10th International Conference on Textile Composites and Inflatable Structures,Conference Paper,ok,include,,high,abstract,pneumatic-soft,unclear,none,facade + physical movement (inflat; pneumatic)
2-s2.0-85120787117,10.7712/120121.8602.18826,Adaptive bending-active modules for a tensile solar shading system,Compdyn Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85120804451,,Geometric patterns and dynamics of foldable moduli for adaptive façades,Compdyn Proceedings,Conference Paper,missing,include,,low,title_only,origami-deployable,unclear,unclear,facade + physical movement (foldable)
2-s2.0-85130738705,10.1109/icaceh54312.2021.9768848,Using Smart Colored Windows for Improving Users' Comfort in Buildings,3rd IEEE International Conference on Architecture Construction Environment and Hydraulics 2021 Icaceh 2021,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (photochrom)"
2-s2.0-85124566177,10.1109/icpse53473.2021.9656867,Assessment of the Potential of Adaptive Building Envelopes in Beirut,2021 10th International Conference on Power Science and Engineering Icpse 2021,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85081920232,10.1080/00038628.2020.1742644,Design-to-fabrication with thermo-responsive shape memory polymer applications for building skins,Architectural Science Review,Article,ok,include,,high,abstract,material-driven,experiment,none,facade + physical movement (shape memory; shape-memory)
2-s2.0-85093962315,10.1016/j.buildenv.2020.107385,Design of a passive mechanical system actuated by the nitinol helical springs for shading and sustainable development purposes of the buildings☆,Building and Environment,Article,ok,include,,high,abstract,material-driven,experiment,multiple,facade + physical movement (actuated; shape memory; shape-memory)
2-s2.0-85079216383,10.1080/00038628.2020.1713042,Development of a self-sufficient dynamic façade within the context of climate change,Architectural Science Review,Article,ok,include,,high,abstract,unclear,experiment,multiple,facade + physical movement (actuator)
2-s2.0-85117696817,10.1007/978-3-030-74349-9_10,Potentials of Plant’s Strategies for an Adaptive Building Envelope,Advances in Science Technology and Innovation,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85129310067,,RETROFITTING OFFICE BUILDINGS: ENHANCING DAYLIGHTING PERFORMANCE WITH SWITCHABLE ETFE DOUBLE-SKIN FAÇADES,Structural Membranes 2021 10th International Conference on Textile Composites and Inflatable Structures,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85137868865,10.1016/b978-0-12-822477-9.00019-x,"Interactive media facades—research prototypes, application areas and future directions",Rethinking Building Skins Transformative Technologies and Research Trajectories,Book Chapter,ok,exclude,facade_no_movement,high,abstract,,,,"media/LED facade — visual only, no physical movement"
2-s2.0-85105299904,10.18848/2325-1662/cgp/v15i01/71-83,Designing an interactive and energy efficient building facade using photo voltaic panels,International Journal of Architectonic Spatial and Environmental Design,Article,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (facade using movable; movable)
2-s2.0-85125762052,,Design of Library Extension Featuring a Parametric/Dynamic Façade and Integrated with the Landscape in UAEU Campus,Zemch International Conference,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85100006012,10.1016/b978-0-12-823767-0.00010-0,Bioshading system design method (BSDM),Climate Change Science Causes Effects and Solutions for Global Warming,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85104797731,10.1080/24751448.2021.1863662,Notes from the Valley of Death: A Case for Entrepreneurship in Architecture,Technology Architecture and Design,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85104637043,10.52842/conf.caadria.2021.1.451,The synergy of building massing and facade: An evo-devo approach for performance-based design optimization combining facade design with building massing,Projections Proceedings of the 26th International Conference of the Association for Computer Aided Architectural Design Research in Asia Caadria 2021,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85124977232,10.1109/imcet53404.2021.9665544,On the possibility of using simple weather forecast in the adaptation of building envelopes for energy efficiency,2021 IEEE 3rd International Multidisciplinary Conference on Engineering Technology Imcet 2021,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85136160419,10.1016/b978-0-12-822477-9.00022-x,"Inverse design for advanced building envelope materials, systems and operation",Rethinking Building Skins Transformative Technologies and Research Trajectories,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85121868197,,Living cities: A dialogue between environment and construction,Sustainable Mediterranean Construction,Article,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-85119206483,10.1080/19401493.2021.1991475,Dynamic heat transfer simulation method of building envelope based on Laguerre polynomials model order reduction,Journal of Building Performance Simulation,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85171377186,10.1016/b978-0-12-823764-9.00009-1,Biointelligent quotient house as an algae-based green building,Handbook of Algal Biofuels Aspects of Cultivation Conversion and Biorefinery,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85103482905,10.1007/978-3-030-63879-5_8,Calculation of Thermal Dynamic Characteristics of the Residential Buildings Living Walls,Lecture Notes in Civil Engineering,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (thermal mass)"
2-s2.0-85122146867,10.23967/wccm-eccomas.2020.097,Computational modeling of the mechanics of energy harvesters based on tensegrity solar faÇades,World Congress in Computational Mechanics and Eccomas Congress,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85098179020,10.1007/978-981-15-8783-2_24,Smart Materials for Adaptive Façade Systems. The Case Study of SELFIE Components,Smart Innovation Systems and Technologies,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (pcm; thermal energy storage)"
2-s2.0-85111509119,10.46754/jssm.2021.06.011,A Qualitative Study On Airflow Characteristics Across A Wooden Slotted Down Window Panel For Passive Ventilation And Façade Shading Application,Journal of Sustainability Science and Management,Article,ok,include,,high,abstract,material-driven,experiment,multiple,facade + physical movement (hygroscopic)
2-s2.0-85112712446,10.2478/rtuect-2021-0033,Laboratory Testing of Small-Scale Active Solar Façade Module,Environmental and Climate Technologies,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (phase change material)"
2-s2.0-85100042183,10.3390/biomimetics6010008,Proof of concept (Poc) 1.0—implementing a bioshading system design method,Biomimetics,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85101800826,10.1080/09613218.2021.1889950,Thermal performance of alternative binders lime hemp concrete (LHC) building: comparison with conventional building materials,Building Research and Information,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85113814258,10.14455/isec.2021.8(1).str-12,Full-scale experimental testing to investigate windwind-induced vibrations on curtain wall systems,Proceedings of International Structural Engineering and Construction,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85107476783,10.1080/09613218.2021.1934377,Thermal pleasure inside solar screened spaces: an experimental study to explore alliesthesia in architecture,Building Research and Information,Article,ok,include,,high,abstract,unclear,experiment,none,facade + physical movement (movable)
2-s2.0-85099293992,10.1080/10420150.2020.1867138,Kinetic envelope soliton in non-thermal quantum pair-ion plasma and Wigner stability,Radiation Effects and Defects in Solids,Article,ok,include,,high,abstract,unclear,experiment,none,facade + physical movement (kinetic envelope)
2-s2.0-85097823159,10.1007/978-3-030-63403-2_39,The Contribution of Great Circles for Building Retractable Polyhedra,Advances in Intelligent Systems and Computing,Conference Paper,ok,include,,high,abstract,mechanical,prototype,none,facade + physical movement (morphing; retractable)
2-s2.0-85133611540,10.24154/jhs.v16i2.986,Phytoremediation of indoor air pollutants: Harnessing the potential of plants beyond aesthetics,Journal of Horticultural Sciences,Review,ok,exclude,not_facade,high,abstract,,,,off-topic review
2-s2.0-85104604035,10.1515/cls-2021-0013,Folded surface elements coupled with planar scissor linkages: A novel hybrid type of deployable structures,Curved and Layered Structures,Article,ok,uncertain_fulltext,,low,abstract,,,,movement mechanism but facade context unclear
2-s2.0-85171538240,10.33586/hya.2019.2882,Forming process of façade panels by curved folding with combined geometric and mechanical optimisation,Hormigon Y Acero,Article,ok,include,,high,abstract,origami-deployable,simulation,none,facade + physical movement (façade panels by curved folding)
2-s2.0-85091640124,10.1016/j.jclepro.2020.123343,Potential of building integrated and attached/applied photovoltaic (BIPV/BAPV) for adaptive less energy-hungry building's skin: A comprehensive review,Journal of Cleaner Production,Review,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-85097157612,10.1002/bapi.202000034,Exploring the potential of dynamic façade systems: an exterior shading system versus a switchable window,Bauphysik,Article,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (switchable window)"
2-s2.0-85097083308,10.3390/su122310118,Development and validation of a roadmap to assist the performance-based early-stage design process of adaptive opaque facades,Sustainability Switzerland,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85092929162,10.1016/j.eng.2020.07.020,Tall Buildings with Dynamic Facade Under Winds,Engineering,Article,ok,include,,high,abstract,unclear,simulation,energy,facade + physical movement (morphing)
2-s2.0-85096679911,10.1016/j.solener.2020.11.003,Evaluation of the effectiveness of a multi-sectional facade with Venetian blinds and roller shades with automated shading control strategies,Solar Energy,Article,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (movable; shading state to model movable)
2-s2.0-85090706239,10.1016/j.autcon.2020.103397,A fuzzy-logic IoT lighting and shading control system for smart buildings,Automation in Construction,Article,ok,include,,high,abstract,unclear,prototype,daylight,facade + physical movement (adjusting both shading)
2-s2.0-85097335556,10.13140/rg.2.2.19636.72327,The adaptive envelope and its role in providing improvements for high-rise buildings performance,Journal of Engineering and Applied Science,Article,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85099220530,10.1186/s43065-020-00011-0,Large-scale inflatable structures for tunnel protection: a review of the Resilient Tunnel Plug project,Journal of Infrastructure Preservation and Resilience,Review,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-85099553034,10.1109/eeae49144.2020.9279078,The influence of solar-shading systems on an office building cooling load,2020 7th International Conference on Energy Efficiency and Agricultural Engineering EE and Ae 2020 Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85096432051,10.1088/1757-899x/951/1/012014,Progressive Collapse of flat slab structures-key elements and connections,Iop Conference Series Materials Science and Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85089419516,10.1016/j.enbuild.2020.110377,Tunable infrared transmission for energy-efficient pneumatic building façades,Energy and Buildings,Article,ok,include,,high,abstract,pneumatic-soft,simulation,energy,facade + physical movement (pneumatic)
2-s2.0-85091204812,10.1016/j.buildenv.2020.107292,A multi-objective optimization approach for climate-adaptive building envelope design using parametric behavior maps,Building and Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85087678583,10.1016/j.scs.2020.102368,Optimum design of building integrated PV module as a movable shading device,Sustainable Cities and Society,Article,ok,include,,high,abstract,mechanical,unclear,energy,facade + physical movement (module as a movable; movable)
2-s2.0-85089254762,10.1007/s40940-020-00126-6,Slumped IGU’s with large airspaces: engineering challenges and solutions,Glass Structures and Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85060331691,10.1080/17508975.2018.1562414,Factors affecting the design and development of responsive facades: a historical evolution,Intelligent Buildings International,Review,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-85094943627,10.1088/1361-665x/abb987,"Design, prototyping, and evaluation of a concept for a shape-changing smart material building surface tile",Smart Materials and Structures,Article,ok,include,,high,abstract,material-driven,experiment,energy,facade + physical movement (shape memory)
2-s2.0-85096526581,,The impact of kinetic principles of traditional architecture in producing modern kinetic buildings,Journal of Green Engineering,Article,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-85090335845,10.1016/j.jmsy.2020.08.017,A comprehensive adaptive approach to calculating the envelope surface of the digital models in CNC machining,Journal of Manufacturing Systems,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85084033487,10.1016/j.jobe.2020.101404,Integrating interactive kinetic façade design with colored glass to improve daylight performance based on occupants’ position,Journal of Building Engineering,Article,ok,include,,high,abstract,mechanical,simulation,multiple,facade + physical movement (kinetic facade; kinetic façade)
2-s2.0-85084830682,10.1002/ese3.725,Future trends and main concepts of adaptive facade systems,Energy Science and Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85085270237,10.1016/j.scs.2020.102232,Dynamic Climate Analysis for early design stages: a new methodological approach to detect preferable Adaptive Opaque Façade Responses,Sustainable Cities and Society,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85083000344,10.1016/j.jobe.2020.101397,Prototype of a cyber-physical façade system,Journal of Building Engineering,Article,ok,include,,high,abstract,unclear,prototype,energy,facade + physical movement (actuator)
2-s2.0-85086497914,10.1061/(asce)ae.1943-5568.0000419,New Approach in Designing a Kinetic Window Shading Using Optimization Methods,Journal of Architectural Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85090845855,10.3390/polym12091914,Shape memory polymer foam with programmable apertures,Polymers,Article,ok,include,,high,abstract,material-driven,experiment,energy,facade + physical movement (shape memory; shape-memory)
2-s2.0-85085250686,10.1061/(asce)ae.1943-5568.0000410,Simulation Workflow for Parametric Optimization of Outdoor Comfort-Based Origami Shelter,Journal of Architectural Engineering,Article,ok,include,,high,abstract,origami-deployable,simulation,comfort,facade + physical movement (origami)
2-s2.0-85087008459,10.1016/j.ejvs.2020.05.023,Early Renal Function Alterations in Renal Branches vs. Renal Fenestrations – A Dynamic Scintigraphy Based Prospective Study,European Journal of Vascular and Endovascular Surgery,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85090332201,10.1088/1757-899x/890/1/012169,Images of associative psychology as a generator of architectural education ideas,Iop Conference Series Materials Science and Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85091373991,10.1088/1757-899x/879/1/012145,Utilizing Technology of Dynamic Faces on Buildings,Iop Conference Series Materials Science and Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85086162735,10.1016/j.solener.2020.05.087,Innovative control approaches to assess energy implications of adaptive facades based on simulation using EnergyPlus,Solar Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85089192606,10.1039/c9se01246j,Destructive reverse bias pinning in perovskite/silicon tandem solar modules caused by perovskite hysteresis under dynamic shading,Sustainable Energy and Fuels,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85083816257,10.1016/j.enbuild.2020.110020,Parametric behavior maps: A method for evaluating the energy performance of climate-adaptive building envelopes,Energy and Buildings,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (thermal energy storage)"
2-s2.0-85088433108,10.3389/fbuil.2020.00095,Integrating Ionic Electroactive Polymer Actuators and Sensors Into Adaptive Building Skins – Potentials and Limitations,Frontiers in Built Environment,Article,ok,include,,high,abstract,unclear,experiment,multiple,facade + physical movement (actuated; actuator)
2-s2.0-85089198087,10.3390/buildings10070114,A framework to achieve multifunctionality in biomimetic adaptive building skins,Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85083325294,10.1016/j.enbuild.2020.110050,Energy consumption of water-filled glass (WFG) hybrid building envelope,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85088457239,10.1051/e3sconf/202017202009,Managing climate-change-induced overheating in non-residential buildings,E3s Web of Conferences,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (heat storage)"
2-s2.0-85081652116,10.1016/j.jclepro.2020.120708,An experimental study of vertical greenery systems for window shading for energy saving in summer,Journal of Cleaner Production,Article,ok,include,,high,abstract,unclear,experiment,multiple,facade + physical movement (movable)
2-s2.0-85087331408,10.1088/1755-1315/503/1/012012,Heating and Cooling Energy Savings of a Proposed Variable Thermal Resistance Envelope (Dynamic EIFS) in Office Buildings,Iop Conference Series Earth and Environmental Science,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85084736550,10.1016/j.buildenv.2020.106880,Occupant-Facade interaction: a review and classification scheme,Building and Environment,Article,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-85083332795,10.1016/j.enbuild.2020.109968,Auto-responsive technologies for thermal renovation of opaque facades,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85088145745,10.1088/1757-899x/809/1/012005,Research on Adaptive Facade Renovation Design of Industrial Architectural Heritage: A Case Study of Nanjing Hutchison Factory,Iop Conference Series Materials Science and Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85076254654,10.1016/j.foar.2019.10.004,A computational approach for achieving optimum daylight inside buildings through automated kinetic shading systems,Frontiers of Architectural Research,Article,ok,include,,high,abstract,mechanical,simulation,multiple,facade + physical movement (kinetic shad)
2-s2.0-85085911472,10.3390/su12114391,Performance evaluation and design of thermo-responsive SMP shading prototypes,Sustainability Switzerland,Article,ok,include,,high,abstract,material-driven,experiment,multiple,facade + physical movement (shape memory; shape-memory)
2-s2.0-85094812727,10.1109/icsmartgrid49881.2020.9144954,Modeling and Implementation of an Adaptive Facade Design for Energy Efficiently Buildings Based Biomimicry,8th International Conference on Smart Grid Icsmartgrid 2020,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85081115350,10.1016/j.autcon.2020.103151,3D-printed attachable kinetic shading device with alternate actuation: Use of shape-memory alloy (SMA) for climate-adaptive responsive architecture,Automation in Construction,Article,ok,include,,high,abstract,material-driven,prototype,none,facade + physical movement (actuator; kinetic shad; origami)
2-s2.0-85128181107,,"Wood-based Responsive Systems: A Workflow for Simulating, Predicting and Steering Material Performance in Architectural Design",Simaud 2020 Proceedings of the 11th Annual Symposium on Simulation for Architecture and Urban Design,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85140060613,,Hydrogel-Based Evaporative and Radiative Cooling Prototype for Hot-Arid Climates,Simaud 2020 Proceedings of the 11th Annual Symposium on Simulation for Architecture and Urban Design,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-85081731264,10.1016/j.buildenv.2020.106801,A review of automatic control strategies based on simulations for adaptive facades,Building and Environment,Review,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-85081216955,10.1016/j.apenergy.2020.114797,Enhancing building energy efficiency by adaptive façade: A computational optimization approach,Applied Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85081971163,10.1016/j.solener.2020.03.017,Influence of two motion types on solar transmittance and daylight performance of dynamic façades,Solar Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85079325450,10.1016/j.autcon.2020.103113,Automated adaptive façade functions in practice - Case studies on office buildings,Automation in Construction,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85079685271,10.1016/j.rser.2020.109719,Simulation and experimental validation of fast adaptive particle swarm optimization strategy for photovoltaic global peak tracker under dynamic partial shading,Renewable and Sustainable Energy Reviews,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85080077231,10.1016/j.energy.2020.117190,Energy savings and daylighting evaluation of dynamic venetian blinds and lighting through full-scale experimental testing,Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85077903224,10.1002/stc.2463,Explorative study on adaptive facades with superelastic antagonistic actuation,Structural Control and Health Monitoring,Article,ok,include,,high,abstract,unclear,experiment,none,facade + physical movement (actuated)
2-s2.0-85083718105,10.1371/journal.pone.0231554,Occupant-centered optimization framework to evaluate and design new dynamic shading typologies,Plos One,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85083001459,10.1016/j.mechrescom.2020.103503,Mechanics of smart origami sunscreens with energy harvesting ability,Mechanics Research Communications,Article,ok,include,,high,abstract,origami-deployable,simulation,energy,facade + physical movement (origami)
2-s2.0-85084984543,10.18280/ijdne.150210,Towards efficient green architecture and sustainable facades using novel brick design,International Journal of Design and Nature and Ecodynamics,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85083862307,10.1109/tvt.2020.2974506,Adaptive Deep Learning Aided Digital Predistorter Considering Dynamic Envelope,IEEE Transactions on Vehicular Technology,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85082575519,10.1088/1755-1315/426/1/012107,A study of an adaptive building facade in West Jakarta,Iop Conference Series Earth and Environmental Science,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85082446690,10.1088/1757-899x/753/2/022065,The Prospects of Application in Russia New Generation of Envelopes - Dynamic/Adaptive Facades,Iop Conference Series Materials Science and Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85078165861,10.1016/j.enbuild.2020.109762,An assessment of the load modifying potential of model predictive controlled dynamic facades within the California context,Energy and Buildings,Article,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (electrochrom)"
2-s2.0-85101734566,10.5749/envispacplac.12.1.0110,"(In)stable Boundaries–towards Adaptive Architecture: Interrelated Changes in Architecture, Atmosphere and Human Experience",Environment Space Place,Article,ok,include,,high,abstract,unclear,unclear,daylight,facade + physical movement (kinetic façade)
2-s2.0-85076591468,10.1016/j.enbuild.2019.109661,Economic model predictive control of space heating and dynamic solar shading,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85074022155,10.1080/23744731.2019.1642095,Body force model for simulating airflow through dynamically oscillating louvers,Science and Technology for the Built Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85101809210,10.3390/buildings10020022,Evaluating the Influence of Varied External Shading Elements on Internal Daylight Illuminances,Buildings,Article,ok,include,,high,abstract,mechanical,simulation,daylight,facade + physical movement (adjusted louvers)
2-s2.0-85081231680,10.3390/app10041218,A methodology of interactive motion facades design through parametric strategies,Applied Sciences Switzerland,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85072035566,10.1007/s12273-019-0562-0,Comparison of passive cooling techniques in reducing overheating of clay-straw building in semi-arid climate,Building Simulation,Article,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (movable)
2-s2.0-85076808957,10.1080/13467581.2019.1696206,Design strategies and energy performance of a net-zero energy house based on natural philosophy,Journal of Asian Architecture and Building Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85184991093,,The impact of kinetic facades on building occupants Psychological state and cognitive performance,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,missing,include,,low,title_only,unclear,unclear,unclear,facade + physical movement (kinetic facade)
2-s2.0-85067350173,10.1007/978-3-030-20151-7_37,Dynamic Façades: Optimization of Natural Light at Workplaces,Advances in Intelligent Systems and Computing,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
