eid,doi,title,year,source,doctype,oa_concepts,stage1_decision,reason_category,method,signals
2-s2.0-85078165861,10.1016/j.enbuild.2020.109762,An assessment of the load modifying potential of model predictive controlled dynamic facades within the California context,2020,Energy and Buildings,Article,Demand response:0.661; Context (archaeology):0.614; Renewable energy:0.555; Model predictive control:0.459; Controller (irrigation):0.456; Efficient energy use:0.455; Facade:0.439; Engineering:0.424,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:facade
2-s2.0-85101734566,10.5749/envispacplac.12.1.0110,"(In)stable Boundaries–towards Adaptive Architecture: Interrelated Changes in Architecture, Atmosphere and Human Experience",2020,Environment Space Place,Article,Architecture:0.839; Perception:0.617; Negotiation:0.58; Computer science:0.555; Human–computer interaction:0.527; Atmosphere (unit):0.523; Reflection (computer programming):0.458; Aesthetics:0.456,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect
2-s2.0-85081748792,10.3390/en13051254,Maximum power point tracking technology of photovoltaic array under partial shading based on adaptive improved differential evolution algorithm,2020,Energies,Article,Maximum power point tracking:0.865; Photovoltaic system:0.75; Maximum power principle:0.628; Position (finance):0.555; Algorithm:0.533; Convergence (economics):0.522; Shading:0.51; Control theory (sociology):0.508,exclude,PV_electrical,rule,PV_electrical:maximum power point; photovoltaic
2-s2.0-85078998867,10.1016/j.solener.2020.01.070,Novel Grass Hopper optimization based MPPT of PV systems for complex partial shading conditions,2020,Solar Energy,Article,Robustness (evolution):0.716; Shading:0.676; Computer science:0.621; Maximum power point tracking:0.585; Control theory (sociology):0.525; Photovoltaic system:0.428; Power (physics):0.334; Mathematical optimization:0.328,exclude,PV_electrical,rule,PV_electrical:mppt; pv
2-s2.0-85076591468,10.1016/j.enbuild.2019.109661,Economic model predictive control of space heating and dynamic solar shading,2020,Energy and Buildings,Article,Overheating (electricity):0.873; Shading:0.702; Model predictive control:0.65; Energy consumption:0.538; Control theory (sociology):0.454; Software deployment:0.442; Computer science:0.436; Simulation:0.409,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:solar shading
2-s2.0-85074022155,10.1080/23744731.2019.1642095,Body force model for simulating airflow through dynamically oscillating louvers,2020,Science and Technology for the Built Environment,Article,Louver:0.99; Airflow:0.914; Computational fluid dynamics:0.706; Mechanics:0.562; Flow (mathematics):0.462; Simulation:0.456; Replicate:0.451; Meteorology:0.348,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:louver
2-s2.0-85101809210,10.3390/buildings10020022,Evaluating the Influence of Varied External Shading Elements on Internal Daylight Illuminances,2020,Buildings,Article,Louver:0.879; Daylight:0.853; Rule of thumb:0.61; Computer science:0.568; Parametric design:0.511; Parametric statistics:0.486; Shading:0.473; Daylighting:0.465,uncertain,facade_no_explicit_motion,ai,bldg:daylight; louver
2-s2.0-85081231680,10.3390/app10041218,A methodology of interactive motion facades design through parametric strategies,2020,Applied Sciences Switzerland,Article,Facade:0.844; Computer science:0.697; Conceptual design:0.542; Process (computing):0.512; Architectural engineering:0.497; Parametric design:0.487; Interactive design:0.473; Adaptation (eye):0.462,include,kinetic_facade,rule,strong:motion | soft:interactive | bldg:architect; facade
2-s2.0-85075860107,10.1016/j.apenergy.2019.114183,Suppression strategy of short-term and long-term environmental disturbances for maritime photovoltaic system,2020,Applied Energy,Article,Photovoltaic system:0.887; Term (time):0.646; Maximum power point tracking:0.461; Point (geometry):0.427; Power (physics):0.425; Marine engineering:0.42; Shading:0.411; Computer science:0.399,exclude,PV_electrical,rule,PV_electrical:photovoltaic
2-s2.0-85072035566,10.1007/s12273-019-0562-0,Comparison of passive cooling techniques in reducing overheating of clay-straw building in semi-arid climate,2020,Building Simulation,Article,Overheating (electricity):0.956; Environmental science:0.69; Passive cooling:0.658; Electricity:0.537; Arid:0.488; Fossil fuel:0.453; Autarky:0.438; Environmental engineering:0.429,uncertain,building_generic,ai,bldg:building
2-s2.0-85075040446,10.1016/j.buildenv.2019.106509,Experimental validation of a steady periodic analytical model for Breathing Walls,2020,Building and Environment,Article,Mechanics:0.663; Thermal conduction:0.609; Boundary value problem:0.535; Thermocouple:0.531; Heat flux:0.517; Materials science:0.49; Thermal:0.485; Boundary layer:0.482,exclude,thermal_static,rule,thermal:breathing wall
2-s2.0-85078287826,10.1063/1.5128474,Bionic torus as a self-adaptive soft grasper in robots,2020,Applied Physics Letters,Article,Torus:0.77; Computer science:0.541; Biomimetics:0.537; Robot:0.527; Envelope (radar):0.487; Actuator:0.477; Materials science:0.332; Artificial intelligence:0.252,exclude,other_nonbuilding,ai_rescreen,strong:actuat | soft:adaptive; biomimetic
2-s2.0-85076808957,10.1080/13467581.2019.1696206,Design strategies and energy performance of a net-zero energy house based on natural philosophy,2020,Journal of Asian Architecture and Building Engineering,Article,Architectural engineering:0.73; Zero-energy building:0.709; Philosophy of design:0.54; Energy (signal processing):0.534; Energy consumption:0.513; Architecture:0.482; Natural (archaeology):0.473; Sustainability:0.453,uncertain,building_generic,ai,bldg:architect; building
2-s2.0-85184991093,,The impact of kinetic facades on building occupants Psychological state and cognitive performance,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,Architectural engineering:0.689; Kinetic energy:0.546; Computer science:0.354; Environmental science:0.339; Engineering:0.261; Physics:0.123; Quantum mechanics:0.0,include,kinetic_facade,rule,strong:kinetic | bldg:architect; building; facade
2-s2.0-85067350173,10.1007/978-3-030-20151-7_37,Dynamic Façades: Optimization of Natural Light at Workplaces,2020,Advances in Intelligent Systems and Computing,Conference Paper,Abu dhabi:0.829; Natural (archaeology):0.526; Multidisciplinary approach:0.434; Investment (military):0.426; Architectural engineering:0.419; Computer science:0.405; Operations research:0.388; Engineering:0.312,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; façade
2-s2.0-85085959044,10.1007/978-3-030-33570-0_19,Adaptive skins: towards new material systems,2020,Research for Development,Book Chapter,Workflow:0.631; Computer science:0.572; Building envelope:0.57; Soft robotics:0.479; Systems engineering:0.47; Smart material:0.444; Rapid prototyping:0.441; Architectural engineering:0.431,uncertain,soft_motion_facade,ai,soft:adaptive; smart | bldg:architect; building; envelope
2-s2.0-85091338421,10.52842/conf.caadria.2020.1.579,Parametric modelling and simulation of an indoor temperature responsive rotational shading system design,2020,Re Anthropocene Design in the Age of Humans Proceedings of the 25th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2020,Conference Paper,Shading:0.826; Parametric statistics:0.544; Simulation:0.544; Parametric design:0.502; Computer science:0.499; Tower:0.429; Environmental science:0.419; Marine engineering:0.402,include,kinetic_facade,rule,strong:rotat | soft:responsive | bldg:indoor; shading system
2-s2.0-85097526375,,Designing a dynamic fenestration to improve visual performance in educational spaces using daylight,2020,Periodicals of Engineering and Natural Sciences,Article,Daylight:0.934; Daylighting:0.792; Radiance:0.708; GLARE:0.617; Computer science:0.578; Window (computing):0.466; Task (project management):0.454; Artificial light:0.408,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:daylight; fenestration; window
2-s2.0-85128244716,10.52842/conf.ecaade.2020.1.133,Hygrosensitive Kinetic Facade: A full-scale meteorosensitive shading system based on wood's self-actuated hygroscopic behavior,2020,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,Facade:0.893; Shading:0.851; Kinetic energy:0.573; Scale (ratio):0.539; Materials science:0.504; Computer science:0.362; Engineering:0.22; Structural engineering:0.2,include,kinetic_facade,rule,strong:actuat; kinetic | bldg:facade; shading system
2-s2.0-85088049126,10.1016/j.promfg.2020.02.212,Transformable building envelope design in architectural education,2020,Procedia Manufacturing,Conference Paper,Building envelope:0.798; Architectural engineering:0.79; Sustainability:0.526; Envelope (radar):0.513; Engineering:0.477; Building design:0.468; Building science:0.46; Materiality (auditing):0.44,uncertain,soft_motion_facade,ai,soft:transformable | bldg:architect; building; envelope
2-s2.0-85086049751,10.1007/978-3-030-47016-6_3,Selected high-performance building envelopes,2020,Green Energy and Technology,Book Chapter,Computer science:0.363; Architectural engineering:0.327; Engineering:0.211,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; envelope
2-s2.0-85185220756,,The Impact of Static and Dynamic Solar Screens on the Indoor Thermal Environment and Predicted Thermal Comfort,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:indoor; thermal comfort
2-s2.0-85085959535,,Thermo-shading: Digital design and additive manufacturing of SMP prototypes,2020,Re Anthropocene Design in the Age of Humans Proceedings of the 25th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2020,Conference Paper,Shading:0.797; Computer science:0.589; Computer graphics (images):0.26,uncertain,facade_no_explicit_motion,ai,bldg:journal
2-s2.0-85085729836,10.1117/12.2558972,Aerodynamic mitigation of origami-inspired building structures subjected to hurricane wind loads,2020,Proceedings of SPIE the International Society for Optical Engineering,Conference Paper,Aerodynamics:0.789; Wind tunnel:0.747; Computational fluid dynamics:0.69; Marine engineering:0.585; Wind engineering:0.57; Aerospace engineering:0.491; Environmental science:0.449; Scale (ratio):0.447,include,kinetic_facade,rule,strong:origami | soft:dynamic | bldg:building
2-s2.0-85141912564,,"Single-Skin and Multi-Skin Building Envelopes in Extreme Sub-Arctic Climates: Biophilic, Healthy Lighting and Thermal Performance Evaluations",2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,Arctic:0.543; Architectural engineering:0.474; Thermal comfort:0.449; Environmental science:0.444; Skin temperature:0.443; Geography:0.272; Ecology:0.232; Meteorology:0.229,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; envelope
2-s2.0-85099731186,,Dynamics of tensegrity solar FaÇades operating as mechanical energy harvesters,2020,Proceedings of the International Conference on Structural Dynamic Eurodyn,Conference Paper,,include,kinetic_facade,rule,strong:tensegrity | soft:dynamic | bldg:façade
2-s2.0-85103648888,,Semi-passive architecture facade design,2020,Proceedings of the International Conference of Architectural Science Association,Conference Paper,Facade:0.804; Architecture:0.614; Architectural engineering:0.417; Computer science:0.378; Engineering:0.324; Civil engineering:0.159; Visual arts:0.121; Art:0.112,uncertain,facade_no_explicit_motion,ai,bldg:architect; facade
2-s2.0-85090284654,10.2478/rtuect-2020-0027,Solar Facade Module for Nearly Zero Energy Building. Extended Test Period,2020,Environmental and Climate Technologies,Article,Facade:0.78; Environmental science:0.575; Radiation:0.478; Solar energy:0.477; Aerospace engineering:0.449; Nuclear engineering:0.433; Heat exchanger:0.413; Meteorology:0.407,uncertain,facade_no_explicit_motion,ai,bldg:building; facade
2-s2.0-85089282163,10.1016/B978-0-12-819481-2.00012-X,Building integrated photobioreactor,2020,Bio Based Materials and Biotechnologies for Eco Efficient Construction,Book Chapter,Photobioreactor:0.981; Environmental science:0.622; Environmental engineering:0.443; Architectural engineering:0.407; Biochemical engineering:0.395; Engineering:0.37; Waste management:0.365; Biofuel:0.133,uncertain,building_generic,ai,bldg:architect; building
2-s2.0-85140706482,10.1016/B978-0-12-820791-8.00017-1,Building performance of thermochromic glazing,2020,Eco Efficient Materials for Reducing Cooling Needs in Buildings and Construction Design Properties and Applications,Book Chapter,Glazing:0.979; Architectural engineering:0.734; Building envelope:0.711; Thermochromism:0.605; Daylighting:0.592; Daylight:0.534; Thermal comfort:0.502; Building energy simulation:0.472,exclude,optical_static,rule,optical:thermochrom
2-s2.0-85104924617,,Adaptive textile facades through the integration of shape memory alloy,2020,Proceedings of the 40th Annual Conference of the Association for Computer Aided Design in Architecture Distributed Proximities Acadia 2020,Conference Paper,Facade:0.856; Actuator:0.674; Shape-memory alloy:0.659; Computer science:0.631; SMA*:0.526; Textile:0.512; Mechanical engineering:0.508; Biomimetics:0.482,include,kinetic_facade,rule,strong:actuat; shape memory; sma | soft:adaptive; biomimetic | bldg:facade
2-s2.0-85096044479,10.7480/jfde.2020.1.4700,A novel approach to shape memory alloys applied to passive adaptive shading systems,2020,Journal of Facade Design and Engineering,Article,Shading:0.86; Shape-memory alloy:0.561; Computer science:0.539; Computer graphics (images):0.33; Artificial intelligence:0.293,include,kinetic_facade,rule,strong:shape memory | soft:adaptive | bldg:shading system
2-s2.0-105007397822,10.1002/9783433609613.ch37,The use of biological models for building engineering design,2020,Physical Models their Historical and Current Use in Civil and Building Engineering Design,Book Chapter,Ceiling (cloud):0.655; Biomimetics:0.634; Architectural engineering:0.484; Engineering:0.445; Computer science:0.445; Stadium:0.419; Mechanical engineering:0.321; Artificial intelligence:0.235,uncertain,soft_motion_facade,ai,soft:biomimetic | bldg:architect; building
2-s2.0-85184995407,,Thermo-Spatial Performances of Eight Responsive Envelopes Simulation Studies Benchmarking Built Active Solar Shading Envelopes,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,Shading:0.651; Benchmarking:0.571; Computer science:0.404; Environmental science:0.399; Computer graphics (images):0.211; Business:0.0; Marketing:0.0,uncertain,soft_motion_facade,ai,soft:responsive | bldg:envelope; solar shading
2-s2.0-85090259646,10.4186/ej.2020.24.4.229,Prototype of automated shading device: preliminary development,2020,Engineering Journal,Article,Shading:0.816; Computer science:0.459; Human–computer interaction:0.417; Engineering drawing:0.334; Systems engineering:0.325; Computer graphics (images):0.291; Engineering:0.251,uncertain,facade_no_explicit_motion,ai,bldg:shading device
2-s2.0-85083065546,10.1007/978-3-030-29041-2_35,Moving Forward to 3D/4D Printed Building Facades,2020,Lecture Notes in Mechanical Engineering,Conference Paper,Architectural engineering:0.828; Engineering:0.527; Energy consumption:0.482; Construction engineering:0.401; Computer science:0.333; Electrical engineering:0.0,include,kinetic_facade,rule,strong:4d print; moving | bldg:architect; building; construction
2-s2.0-85108424163,10.14455/ISEC.res.2020.7(1).STR-36,Effect of applied interior thermal insulation systems on the energy performance of a historical/contemporary masonry,2020,Proceedings of International Structural Engineering and Construction,Conference Paper,Masonry:0.923; Retrofitting:0.847; Brick:0.691; Thermal insulation:0.659; Mineral wool:0.605; Thermal:0.523; Structural engineering:0.468; Masonry veneer:0.452,uncertain,building_generic,ai,bldg:interior
2-s2.0-85128206398,,Extending the Passive Actuation of Low-tech Architectural Adaptive Systems by Integrating Hygroscopic and Thermal Properties of Wood,2020,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,Thermal:0.627; Thermal comfort:0.555; Architectural design:0.518; Computer science:0.439; Architectural engineering:0.417; Materials science:0.336; Engineering:0.199; Architecture:0.192,include,kinetic_facade,rule,strong:actuat | soft:adaptive | bldg:architect; thermal comfort
2-s2.0-85071652593,10.1177/0142331219865627,Photovoltaic maximum power point tracking under dynamic partial shading changes by novel adaptive particle swarm optimization strategy,2020,Transactions of the Institute of Measurement and Control,Article,Particle swarm optimization:0.826; Shading:0.787; Photovoltaic system:0.776; Maximum power point tracking:0.752; Control theory (sociology):0.626; Tracking (education):0.527; Maximum power principle:0.522; Power (physics):0.517,exclude,PV_electrical,rule,PV_electrical:maximum power point; photovoltaic
2-s2.0-85091330349,,Hygro-compliant: Responsive architecture with passively actuated compliant mechanisms,2020,Re Anthropocene Design in the Age of Humans Proceedings of the 25th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2020,Conference Paper,Actuator:0.791; Computer science:0.524; Fabrication:0.506; Rapid prototyping:0.489; Architecture:0.486; Smart material:0.443; Layer (electronics):0.426; Mechanical engineering:0.422,include,kinetic_facade,rule,strong:actuat | soft:responsive; smart | bldg:architect
2-s2.0-85100391054,,The modern movement heritage: Proto-bioclimatic solutions and building elements,2020,Rehabend,Conference Paper,Movement (music):0.658; Geography:0.395; Aesthetics:0.136; Philosophy:0.0,include,kinetic_facade,rule,strong:movement | bldg:building
2-s2.0-85105728083,,Quantifying the residential demand response participation of dynamic building envelopes,2020,ASHRAE Transactions,Conference Paper,,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:building; envelope
2-s2.0-85096921942,,Effect of applied interior thermal insulation systems on the energy performance of a historical/contemporary masonry,2020,3rd European and Mediterranean Structural Engineering and Construction Conference 2020 Euro Med Sec 2020,Conference Paper,Masonry:0.923; Retrofitting:0.847; Brick:0.691; Thermal insulation:0.659; Mineral wool:0.605; Thermal:0.523; Structural engineering:0.468; Masonry veneer:0.452,uncertain,building_generic,ai,bldg:interior
2-s2.0-85075417999,10.1016/j.energy.2019.116448,Comparison of energy conservation measures considering adaptive thermal comfort and climate change in existing Mediterranean dwellings,2020,Energy,Article,Setpoint:0.971; Payback period:0.666; Energy consumption:0.611; Environmental science:0.592; Climate change:0.557; Thermal comfort:0.535; Mediterranean climate:0.447; Efficient energy use:0.442,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:thermal comfort
2-s2.0-85088013001,10.1016/j.promfg.2020.02.238,Bioclimatic building design theory and application,2020,Procedia Manufacturing,Conference Paper,Architectural engineering:0.782; Natural ventilation:0.696; Natural (archaeology):0.523; Work (physics):0.493; Moderation:0.448; Space (punctuation):0.433; Dialectic:0.432; Building design:0.41,uncertain,building_generic,ai,bldg:architect; building
2-s2.0-85096784584,10.1115/SMASIS2020-2302,Design optimization of shape memory alloy-based adaptive building skins for thermal regulation,2020,ASME 2020 Conference on Smart Materials Adaptive Structures and Intelligent Systems Smasis 2020,Conference Paper,Shape-memory alloy:0.868; SMA*:0.766; Materials science:0.663; Finite element method:0.559; Structural engineering:0.557; Thermal:0.554; Actuator:0.532; Smart material:0.47,include,kinetic_facade,rule,strong:actuat; shape memory; sma | soft:adaptive; smart | bldg:building
2-s2.0-85185006802,,The Potential of Electrochromic Glazing for Occupant Well-Being and Reduced Energy Load in a Mediterranean Climate,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,,exclude,optical_static,rule,optical:electrochrom
2-s2.0-85112202244,,Improving the Energy Efficiency Of a Mediterranean High-Rise Envelope,2020,Ctbuh Journal,Article,,uncertain,facade_no_explicit_motion,ai,bldg:envelope
2-s2.0-85083220796,,Dry magnetic separation of magnetite ores,2020,Periodico Tche Quimica,Article,Beneficiation:0.995; Magnetite:0.914; Magnetic separation:0.856; Separator (oil production):0.74; Iron ore:0.585; Metallurgy:0.557; Materials science:0.475; Physics:0.079,exclude,off_topic_lowsignal,ai_rescreen,
2-s2.0-85090829802,,Numerical and experimental characterization of the thermal behavior of complex fenestrations systems under dynamic conditions,2020,Building Simulation Applications,Conference Paper,,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:fenestration
2-s2.0-85105096140,10.1016/j.ifacol.2020.12.1585,Facade-integrated semi-active vibration control for wind-excited super-slender tall buildings,2020,IFAC Papersonline,Conference Paper,Facade:0.97; Tuned mass damper:0.717; Structural engineering:0.709; Damper:0.593; Vibration control:0.577; Vibration:0.568; Displacement (psychology):0.549; Engineering:0.514,uncertain,facade_no_explicit_motion,ai,bldg:building; facade
2-s2.0-85086699675,10.1109/ACCESS.2020.2999311,An Improved Gray Wolf Optimizer MPPT Algorithm for PV System with BFBIC Converter under Partial Shading,2020,IEEE Access,Article,Maximum power point tracking:0.728; Control theory (sociology):0.622; Particle swarm optimization:0.543; Algorithm:0.531; Photovoltaic system:0.506; Computer science:0.503; Engineering:0.273; Voltage:0.196,exclude,PV_electrical,rule,PV_electrical:mppt; pv
2-s2.0-85097549274,10.3992/jgb.15.4.67,Self-adapting faÇade systems: Experimentation regarding the exploitation of thermal dilation,2020,Journal of Green Building,Article,Dilation (metric space):0.657; Thermal:0.519; Computer science:0.476; Systems research:0.428; Mechanical engineering:0.416; Solar energy:0.411; Architectural engineering:0.409; Industrial engineering:0.363,uncertain,facade_no_explicit_motion,ai,bldg:architect; façade
2-s2.0-85070110145,10.1016/j.renene.2019.07.119,Carbon counter electrode mesoscopic ambient processed & characterised perovskite for adaptive BIPV fenestration,2020,Renewable Energy,Article,Glazing:0.969; Building-integrated photovoltaics:0.715; Materials science:0.62; Optics:0.594; Transmittance:0.582; Solar simulator:0.548; Daylight:0.524; Solar gain:0.509,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:bipv; building; daylight
2-s2.0-85095409202,,Investigating the impacts of solar screens on occupant's thermal comfort: An observational field study,2020,ASHRAE Transactions,Conference Paper,,uncertain,building_generic,ai,bldg:occupant; thermal comfort
2-s2.0-85184995809,,The influence of discomfort glare on shading devices and its implications for daylit offices in tropical regions,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,,uncertain,facade_no_explicit_motion,ai,bldg:shading device
2-s2.0-85142154875,,Auto-Responsive Technologies: Criteria for usage in opaque facade thermal rehabilitation,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,,uncertain,soft_motion_facade,ai,soft:responsive | bldg:facade
2-s2.0-85078402493,10.1109/ACCESS.2020.2964759,A novel bat algorithm strategy for maximum power point tracker of photovoltaic energy systems under dynamic partial shading,2020,IEEE Access,Article,Maximum power point tracking:0.783; Photovoltaic system:0.72; Initialization:0.712; Shading:0.708; Computer science:0.626; Duty cycle:0.616; Convergence (economics):0.606; Particle swarm optimization:0.606,exclude,PV_electrical,rule,PV_electrical:maximum power point; photovoltaic
2-s2.0-85085147798,10.31838/jcr.07.06.18,Conventional maximum power point tracking techniques for solar photo voltaic systems: A concise review,2020,Journal of Critical Reviews,Review,Power point:0.662; Maximum power point tracking:0.592; Power (physics):0.526; Tracking (education):0.517; Photovoltaic system:0.506; Point (geometry):0.471; Computer science:0.437; Solar power:0.422,exclude,PV_electrical,rule,PV_electrical:maximum power point
2-s2.0-85075524110,10.1016/j.solener.2019.11.024,Evaluation of thermal performance for a smart switchable adaptive polymer dispersed liquid crystal (PDLC) glazing,2020,Solar Energy,Article,Glazing:0.938; Liquid crystal:0.772; Materials science:0.767; Thermal:0.681; Polymer:0.574; Composite material:0.383; Optoelectronics:0.278; Thermodynamics:0.112,exclude,optical_static,rule,optical:liquid crystal; pdlc
2-s2.0-85141912734,,Photobiological Climate-Based Lighting Adaptation Scenarios for High-Performance Biophilic Buildings,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,,uncertain,building_generic,ai,bldg:building
2-s2.0-85185001462,,Window Design and the Design of Air Flow Simulation Studies Revealing How Windows Form Air Movement,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,,include,kinetic_facade,rule,strong:movement | bldg:window
2-s2.0-85160419231,,Exergy-Based Responsive Building Composites For Thermal Control Stimuli of an Adaptive Envelope,2020,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,Envelope (radar):0.75; Building envelope:0.627; Thermal:0.594; Composite material:0.576; Exergy:0.531; Materials science:0.452; Computer science:0.345; Engineering:0.217,uncertain,soft_motion_facade,ai,soft:adaptive; responsive | bldg:building; envelope
2-s2.0-85091707846,,Villa Girasole,2020,Re Anthropocene Design in the Age of Humans Proceedings of the 25th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2020,Conference Paper,,uncertain,building_generic,ai,bldg:journal
2-s2.0-85113771425,10.1016/B978-0-12-819064-7.00014-5,Phytosystems implementation: examples of application in practice,2020,From Biofiltration to Promising Options in Gaseous Fluxes Biotreatment Recent Developments New Trends Advances and Opportunities,Book Chapter,Implementation:0.64; Biofilter:0.584; Filtration (mathematics):0.473; Environmental science:0.465; Engineering:0.461; Pollution:0.452; Environmental planning:0.427; Environmental engineering:0.338,exclude,ecology_agri,ai_rescreen,
2-s2.0-85138345600,10.1016/B978-0-12-816780-9.00005-8,Physiological and toxicological considerations,2020,Industrial Ventilation Design Guidebook Volume 1 Fundamentals Second Edition,Book Chapter,Human health:0.449; Risk analysis (engineering):0.443; Toxicokinetics:0.426; Biochemical engineering:0.366; Toxicology:0.355; Medicine:0.343; Environmental health:0.279; Biology:0.221,exclude,biomed_biology,ai_rescreen,strong:kinetic
2-s2.0-85098010750,10.1007/978-3-030-17308-1_41,New technologies for adaptive architecture,2020,Advances in Science Technology and Innovation,Book Chapter,Architecture:0.663; Computer architecture:0.587; Computer science:0.505; History:0.159; Archaeology:0.0,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect
2-s2.0-85098769354,,The concept of application of nanomaterials on the envelope facade of buildings in Egypt,2020,Journal of Engineering and Applied Science,Article,,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope; facade
2-s2.0-85091882564,10.1115/ES2020-1669,Comparison and implementation of thermally massive wall and roof models for use in simplified building energy models,2020,ASME 2020 14th International Conference on Energy Sustainability Es 2020,Conference Paper,Building envelope:0.698; Thermal conduction:0.679; Roof:0.653; Thermal mass:0.638; Envelope (radar):0.581; Computer science:0.56; Energy (signal processing):0.542; Capacitance:0.499,exclude,thermal_static,rule,thermal:thermal mass
2-s2.0-85076982928,10.3390/en13010060,Multi-season assessment of occupant responses to manual shading and dynamic glass in a workplace environment,2019,Energies,Article,Glazing:0.925; Architectural engineering:0.549; Productivity:0.509; Work (physics):0.46; Environmental quality:0.435; Engineering:0.355; Environmental science:0.322; Civil engineering:0.149,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; glazing; occupant
2-s2.0-85074177314,10.1016/j.enbuild.2019.109544,Biomimetic adaptive building skins: Energy and environmental regulation in buildings,2019,Energy and Buildings,Article,Biomimetics:0.67; Field (mathematics):0.601; Biomimetic materials:0.555; Architectural engineering:0.542; Energy performance:0.506; Energy demand:0.462; Computer science:0.443; Energy (signal processing):0.434,uncertain,soft_motion_facade,ai,soft:adaptive; biomimetic | bldg:architect; building
2-s2.0-85074160165,10.1016/j.engstruct.2019.109839,Computational design optimization of a smart material shape changing building skin tile,2019,Engineering Structures,Article,Morphing:0.827; Shape optimization:0.719; Shape-memory alloy:0.614; Tile:0.576; Computer science:0.563; Smart material:0.538; Process (computing):0.532; Limit (mathematics):0.501,include,kinetic_facade,rule,strong:morph; shape chang | soft:smart | bldg:building; skin
2-s2.0-85073974533,10.1016/j.enbuild.2019.109543,Modular facade retrofit with renewable energy technologies: The definition and current status in Europe,2019,Energy and Buildings,Review,Facade:0.904; Renewable energy:0.757; Modular design:0.745; Architectural engineering:0.679; Current (fluid):0.454; Engineering:0.444; Energy engineering:0.424; Environmental science:0.343,uncertain,facade_no_explicit_motion,ai,bldg:architect; facade
2-s2.0-85076249440,10.1364/AO.58.009718,Experimental and numerical investigation of the interaction between blast wave and precrack in a defected material,2019,Applied Optics,Article,Optics:0.659; Materials science:0.555; Blast wave:0.455; Physics:0.311; Shock wave:0.178; Mechanics:0.129,exclude,off_topic_lowsignal,ai_rescreen,
2-s2.0-85104165555,,"Dynamic vocabularies: Active facade tectonics: Sensing and reacting to the wicked, complex entanglements of building envelope architecting",2019,Routledge Companion to Paradigms of Performativity in Design and Architecture Using Time to Craft an Enduring Resilient and Relevant Architecture,Book Chapter,,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; building; envelope
2-s2.0-85064130830,10.3992/1943-4618.14.1.165,Environmentally responsive kinetic faÇade for educational buildings,2019,Journal of Green Building,Article,Architectural engineering:0.788; Curtain wall:0.762; Sustainability:0.659; Class (philosophy):0.442; Function (biology):0.434; Building design:0.423; Engineering:0.383; Computer science:0.319,include,kinetic_facade,rule,strong:kinetic | soft:responsive | bldg:architect; building; curtain wall
