eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-85105694875,10.1016/j.jweia.2021.104586,Aerodynamic shape optimization of rectangular and elliptical double-skin façades to mitigate wind-induced effects on tall buildings,2021,Journal of Wind Engineering and Industrial Aerodynamics,01676105,213,,,Article,Jafari M.,,,College of Engineering,United States,52,0,,doi,,https://openalex.org/W3157508450,Mohammad Jafari; Alice Alipour,2,Iowa State University,US,https://ror.org/04rswrd78,Computational fluid dynamics:0.713; Aerodynamics:0.705; Wind tunnel:0.693; Drag coefficient:0.613; Natural ventilation:0.557; Drag:0.545; Morphing:0.543; Marine engineering:0.535,Wind and Air Flow Studies; Building Energy and Comfort Optimization; Aerodynamics and Fluid Dynamics Research,72,48.0,"[{""year"": 2026, ""cited_by_count"": 9}, {""year"": 2025, ""cited_by_count"": 11}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 11}, {""year"": 2022, ""cited_by_count"": 10}, {""year"": 2021, ""cited_by_count"": 3}]",False,closed,Journal of Wind Engineering and Industrial Aerodynamics,0167-6105; 1872-8197,2021.0,article,doi,NSF CMMI,1,am; stm-asf; tdm,True,63.0,0167-6105,Journal of Wind Engineering and Industrial Aerodynamics,2021.0,journal-article
2-s2.0-85175823497,10.3390/electronicmat2020014,Portable Photovoltaic-Self-Powered Flexible Electrochromic Windows for Adaptive Envelopes,2021,Electronic Materials,,2,2,174-185,Article,Cánovas-Saura A.,,,Universidad Politecnica de Cartagena,Spain,6,1,,doi,,https://openalex.org/W3166822715,Antonio Cánovas-Saura; Ramón Ruiz; Rodolfo López-Vicente; J.-A. Abad; Antonio Urbina; Javier Padilla,6,Universidad Politécnica de Cartagena,ES,https://ror.org/02k5kx966,Electrochromism:0.857; Software portability:0.601; Materials science:0.594; Fabrication:0.505; Electrochromic devices:0.483; Flexibility (engineering):0.463; Photovoltaic system:0.443; Automotive industry:0.419,Transition Metal Oxide Nanomaterials; Conducting polymers and applications; Perovskite Materials and Applications,37,6.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 3}]",True,gold,Electronic Materials,2673-3978,2021.0,article,doi,Agencia Estatal de Investigación; Fundación Séneca; Fundación Séneca,3,vor,True,38.0,2673-3978,Electronic Materials,2021.0,journal-article
2-s2.0-85107426727,10.1088/1742-6596/1904/1/012014,A data-driven method to minimize sensor use for dynamic shading control,2021,Journal of Physics Conference Series,17426588,1904,1,,Conference Paper,Zhu J.,,,Elite Preparatory Academy,United States,4,1,,doi,,https://openalex.org/W3165799081,Jiaqi Zhu,1,University Prep,US,https://ror.org/056hgyx35,Daylight:0.9; Shading:0.806; Electric light:0.704; Computer science:0.562; Illuminance:0.496; Facade:0.489; Daylighting:0.453; Simulation:0.424,Building Energy and Comfort Optimization; Facilities and Workplace Management; Urban Heat Island Mitigation,4,2.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}]",True,diamond,Journal of Physics Conference Series,1742-6588; 1742-6596,2021.0,article,doi,,0,tdm; vor,True,9.0,1742-6588; 1742-6596,Journal of Physics: Conference Series,2021.0,journal-article
2-s2.0-85110837314,10.23919/ACC50511.2021.9482665,Adaptive Bid Shading Optimization of First-Price Ad Inventory,2021,Proceedings of the American Control Conference,07431619,2021-May,,4983-4990,Conference Paper,Karlsson N.,,,Aol and Yahoo,,13,0,,doi,,https://openalex.org/W3186658519,Niklas Karlsson; Qian Sang,2,Verizon (United States); Yahoo (Spain); Verizon Media (United States),ES; US,https://ror.org/02vdyxx64; https://ror.org/03gq8sg42; https://ror.org/05dgrnf47,Computer science:0.704; Bidding:0.68; Mathematical optimization:0.606; Scheme (mathematics):0.499; Real-time bidding:0.482; Exponential smoothing:0.428; Gradient descent:0.417; Artificial intelligence:0.24,Auction Theory and Applications; Consumer Market Behavior and Pricing; Advanced Bandit Algorithms Research,18,19.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 3}, {""year"": 2021, ""cited_by_count"": 3}, {""year"": 2020, ""cited_by_count"": 2}]",False,closed,,,2021.0,article,doi,,0,,False,19.0,,2021 American Control Conference (ACC),2021.0,proceedings-article
2-s2.0-85104347322,10.1016/j.solener.2021.03.065,"Biophilic photobiological adaptive envelopes for sub-Arctic buildings: Exploring impacts of window sizes and shading panels’ color, reflectance, and configuration",2021,Solar Energy,0038092X,220,,802-827,Article,Parsaee M.,,,Université Laval,Canada,19,0,,doi,,https://openalex.org/W3153327057,Mojtaba Parsaee; Claude M. H. Demers; André Potvin; Jean‐François Lalonde; Mehlika Inanici; Marc Hébert,6,Université Laval; University of Washington; Seattle University,CA; US,https://ror.org/04sjchr03; https://ror.org/00cvxb145; https://ror.org/02jqc0m91,Daylighting:0.84; Shading:0.655; Arctic:0.629; Computer science:0.568; Environmental science:0.568; Building envelope:0.565; Architectural engineering:0.556; Remote sensing:0.431,Urban Heat Island Mitigation; Building Energy and Comfort Optimization; Urban Green Space and Health,70,21.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 5}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 6}, {""year"": 2021, ""cited_by_count"": 1}]",False,closed,Solar Energy,0038-092X; 1471-1257,2021.0,article,doi,Laval University,1,tdm,True,96.0,0038-092X,Solar Energy,2021.0,journal-article
2-s2.0-85106885222,10.3390/en14102946,The significance of the adaptive thermal comfort practice over the structure retrofits to sustain indoor thermal comfort,2021,Energies,,14,10,,Article,Albatayneh A.,,,German Jordanian University,Jordan,43,1,,doi,,https://openalex.org/W3163624125,Aiman Albatayneh; Mustafa Jaradat; Mhd Bashar AlKhatib; Ramez Abdallah; Adel Juaidi; Francisco Manzano‐Agugliaro,6,German Jordanian University; An-Najah National University; University of Almería,JO; PS; ES,https://ror.org/02jgpyd84; https://ror.org/0046mja08; https://ror.org/003d3xx08,Thermal comfort:0.755; Glazing:0.733; Roof:0.685; Energy consumption:0.66; Building envelope:0.514; Thermal insulation:0.48; Architectural engineering:0.455; Automotive engineering:0.449,Building Energy and Comfort Optimization; Wind and Air Flow Studies; Urban Heat Island Mitigation,25,41.0,"[{""year"": 2026, ""cited_by_count"": 3}, {""year"": 2025, ""cited_by_count"": 9}, {""year"": 2024, ""cited_by_count"": 2}, {""year"": 2023, ""cited_by_count"": 12}, {""year"": 2022, ""cited_by_count"": 11}, {""year"": 2021, ""cited_by_count"": 4}]",True,gold,Energies,1996-1073,2021.0,article,doi,"Ministry of Science, Innovation and Universities (Spain)",1,vor,True,36.0,1996-1073,Energies,2021.0,journal-article
2-s2.0-85105734919,10.3390/s21103417,Characterizing smart environments as interactive and collective platforms: A review of the key behaviors of responsive architecture,2021,Sensors,14248220,21,10,,Review,Lee J.H.,,,UNSW Sydney,Australia,28,1,,doi,,https://openalex.org/W3161933976,Ju Hyun Lee; Michael J. Ostwald; Mi Jeong Kim,3,UNSW Sydney; Hanyang University,AU; KR,https://ror.org/03r8z3t63; https://ror.org/046865y68,Architecture:0.766; Smart environment:0.589; Computer science:0.564; Key (lock):0.544; Reference architecture:0.502; Human–computer interaction:0.446; Building automation:0.444; Smart material:0.437,Architecture and Computational Design; Augmented Reality Applications; Smart Cities and Technologies,168,47.0,"[{""year"": 2026, ""cited_by_count"": 5}, {""year"": 2025, ""cited_by_count"": 5}, {""year"": 2024, ""cited_by_count"": 26}, {""year"": 2023, ""cited_by_count"": 4}, {""year"": 2022, ""cited_by_count"": 6}, {""year"": 2021, ""cited_by_count"": 1}]",True,gold,Sensors,1424-8220,2021.0,review,doi,the National Research Foundation of Korea (NRF),1,vor,True,160.0,1424-8220,Sensors,2021.0,journal-article
2-s2.0-85107300411,10.3390/app11104680,Phase change material integration in building envelopes in different building types and climates: Modeling the benefits of active and passive strategies,2021,Applied Sciences Switzerland,,11,10,,Article,Carlucci F.,,,Politecnico di Bari,Italy,31,1,,doi,,https://openalex.org/W3164146422,Francesco Carlucci; Alessandro Cannavale; Angela Alessia Triggiano; Amalia Squicciarini; Francesco Fiorito,5,Polytechnic University of Bari; Istituto di Nanotecnologia; National Research Council,IT,https://ror.org/03c44v465; https://ror.org/00bc51d88; https://ror.org/04zaypm56,HVAC:0.817; Building envelope:0.742; Environmental science:0.616; Thermal comfort:0.595; Thermal energy storage:0.549; Air conditioning:0.503; Phase change:0.486; Phase-change material:0.477,Phase Change Materials Research; Building Energy and Comfort Optimization; Solar Energy Systems and Technologies,63,32.0,"[{""year"": 2026, ""cited_by_count"": 5}, {""year"": 2025, ""cited_by_count"": 9}, {""year"": 2024, ""cited_by_count"": 7}, {""year"": 2023, ""cited_by_count"": 4}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 3}]",True,gold,Applied Sciences,2076-3417,2021.0,article,doi,,0,vor,True,75.0,2076-3417,Applied Sciences,2021.0,journal-article
2-s2.0-85103402498,10.1016/j.jweia.2021.104601,A smart façade system controller for optimized wind-induced vibration mitigation in tall buildings,2021,Journal of Wind Engineering and Industrial Aerodynamics,01676105,212,,,Article,Abdelaziz K.M.,,,Carl R. Ice College of Engineering,United States,28,0,,doi,,https://openalex.org/W3144544735,Khalid M. Abdelaziz; Alice Alipour; Jared D. Hobeck,3,Kansas State University; Iowa State University,US,https://ror.org/05p1j8758; https://ror.org/04rswrd78,Controller (irrigation):0.667; Flutter:0.633; Vibration:0.631; Control theory (sociology):0.591; Aerodynamics:0.561; Engineering:0.536; Structural engineering:0.488; Vortex shedding:0.485,Wind and Air Flow Studies; Fluid Dynamics and Vibration Analysis; Structural Engineering and Vibration Analysis,49,28.0,"[{""year"": 2026, ""cited_by_count"": 4}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 5}, {""year"": 2022, ""cited_by_count"": 5}, {""year"": 2021, ""cited_by_count"": 3}]",False,closed,Journal of Wind Engineering and Industrial Aerodynamics,0167-6105; 1872-8197,2021.0,article,doi,National Science Foundation Division of Civil Mechanical and Manufacturing Innovation,1,am; stm-asf; tdm,True,48.0,0167-6105,Journal of Wind Engineering and Industrial Aerodynamics,2021.0,journal-article
2-s2.0-85099208246,10.1016/j.tsep.2020.100812,Numerical investigation of indoor thermal comfort and air quality for a multi-purpose hall with various shading and glazing ratios,2021,Thermal Science and Engineering Progress,,22,,,Article,Amini R.,,,MR CFD LLC,Georgia,31,0,,doi,,https://openalex.org/W3110845233,Reza Amini; Amirhosein Ghaffarianhoseini; Ali GhaffarianHoseini; Umberto Berardi,4,Auckland University of Technology; Toronto Metropolitan University,NZ; CA,https://ror.org/01zvqw119; https://ror.org/05g13zd79,Glazing:0.989; Shading:0.908; Sensitivity (control systems):0.574; Thermal:0.556; Environmental science:0.534; Thermal comfort:0.498; Materials science:0.433; Solar gain:0.421,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,59,36.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 6}, {""year"": 2024, ""cited_by_count"": 8}, {""year"": 2023, ""cited_by_count"": 9}, {""year"": 2022, ""cited_by_count"": 6}, {""year"": 2021, ""cited_by_count"": 5}]",False,closed,Thermal Science and Engineering Progress,2451-9049; 2451-9057,2020.0,article,doi,,0,tdm,True,62.0,2451-9049,Thermal Science and Engineering Progress,2021.0,journal-article
2-s2.0-85100431205,10.1016/j.jclepro.2021.126117,"Development of an integrated tool based on life cycle assessment, Levelized energy, and life cycle cost analysis to choose sustainable Facade Integrated Photovoltaic Systems",2021,Journal of Cleaner Production,09596526,293,,,Article,Hadi E.,,,Khavaran Institute of Higher Education,Iran,30,0,,doi,,https://openalex.org/W3121460525,Esmaeil Hadi; Ava Heidari,2,Tabaran Institute of Higher Education; Ferdowsi University of Mashhad,IR,https://ror.org/01qpg5w50; https://ror.org/00g6ka752,Life-cycle assessment:0.86; Facade:0.804; Cost of electricity by source:0.749; Photovoltaic system:0.646; Cadmium telluride photovoltaics:0.588; Greenhouse gas:0.516; Embodied energy:0.504; Sustainability:0.444,Photovoltaic Systems and Sustainability; Environmental Impact and Sustainability; solar cell performance optimization,66,36.0,"[{""year"": 2026, ""cited_by_count"": 4}, {""year"": 2025, ""cited_by_count"": 8}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 15}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 1}]",False,closed,Journal of Cleaner Production,0959-6526; 1879-1786,2021.0,article,doi,Ferdowsi University of Mashhad,1,stm-asf; tdm,True,74.0,0959-6526,Journal of Cleaner Production,2021.0,journal-article
2-s2.0-85104917961,10.7480/jfde.2021.1.5535,PAOSS : Pneumatically Actuated Origami Sun Shading,2021,Journal of Facade Design and Engineering,2213302X,9,1,147-162,Article,Eisenbarth C.,,,Universität Stuttgart,Germany,7,0,,doi,,https://openalex.org/W3174260969,Christina Eisenbarth; Walter Haase; Yves Klett; Lucio Blandini; Werner Sobek,5,University of Stuttgart,DE,https://ror.org/04vnq7t77,Geology:0.363,Architecture and Computational Design; Structural Analysis and Optimization,8,4.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 2}]",True,green,DOAJ (DOAJ: Directory of Open Access Journals),,2021.0,article,not_found,,0,,False,,,,,
2-s2.0-85104908798,10.7480/jfde.2021.1.5539,Smart Textile Sun Shading Development of Functional ADAPTEX Prototypes,2021,Journal of Facade Design and Engineering,2213302X,9,1,101-116,Article,Denz P.R.,,,Faculteit Bouwkunde van de TU Delft,Netherlands,12,0,,doi,,https://openalex.org/W3185842887,Paul-Rouven Denz; Christiane Sauer; Ebba Fransén Waldhör; Maxie Schneider; Puttakhun Vongsingha,5,Delft University of Technology; Kunsthochschule Berlin-Weißensee,NL; DE,https://ror.org/02e2c7k09; https://ror.org/00zbhen47,Shading:0.794; Textile:0.594; Architectural engineering:0.442; Environmental science:0.425; Computer science:0.301; Geography:0.273; Engineering:0.257; Computer graphics (images):0.175,Architecture and Computational Design; Building Energy and Comfort Optimization; Urban Heat Island Mitigation,16,2.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}]",True,green,Data Archiving and Networked Services (DANS),,2021.0,article,not_found,,0,,False,,,,,
2-s2.0-85104838454,10.4271/2021-01-0836,"Impact of Powertrain Dimensional Variation on Buzz, Squeak and Rattle Noise for Cradle Type Electric Vehicle",2021,SAE Technical Papers,,,2021,,Conference Paper,Hazra S.,,,Tata Motors Ltd,India,1,0,,doi,,https://openalex.org/W3119416991,Sandip Hazra; Janardhan Reddy K,2,Tata Motors (India); Tata Motors (United Kingdom); Vellore Institute of Technology University,GB; IN,https://ror.org/00b1tsa05; https://ror.org/01h0h7640; https://ror.org/00qzypv28,Marketing buzz:0.746; Powertrain:0.736; Automotive engineering:0.643; Noise (video):0.513; Variation (astronomy):0.501; Acoustics:0.494; Electric vehicle:0.414; Computer science:0.399,Vehicle Noise and Vibration Control; Mechanical Engineering and Vibrations Research; Vehicle Dynamics and Control Systems,5,2.0,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}]",False,closed,SAE technical papers on CD-ROM/SAE technical paper series,0148-7191; 1083-4958; 2688-3627,2021.0,article,doi,,0,,False,6.0,0148-7191; 2688-3627,SAE Technical Paper Series,2021.0,proceedings-article
2-s2.0-85104840171,10.4271/2021-01-0821,Engine Roll and Its Impact on Powertrain Battery Cable Structural Design,2021,SAE Technical Papers,,,2021,,Conference Paper,Thankaraj R.J.,,,Stellantis N.V.,Netherlands,0,0,,doi,,https://openalex.org/W3125546201,Rajesh Jeba Thankaraj; Roshan N Mahadule; V. Kandasamy,3,Ipca Laboratories (India); Alten (Italy),IN; IT,https://ror.org/02ppykv54; https://ror.org/024xst005,Powertrain:0.845; Automotive engineering:0.692; Battery (electricity):0.561; Computer science:0.523; Cable harness:0.448; Engineering:0.363; Electrical engineering:0.355; Power (physics):0.141,Mechanical Engineering and Vibrations Research; Mechanical Failure Analysis and Simulation; Electric and Hybrid Vehicle Technologies,1,0.0,[],False,closed,SAE technical papers on CD-ROM/SAE technical paper series,0148-7191; 1083-4958; 2688-3627,2021.0,article,doi,,0,,False,3.0,0148-7191; 2688-3627,SAE Technical Paper Series,2021.0,proceedings-article
2-s2.0-85100644431,10.1016/j.enbuild.2021.110787,Calibration of energy simulation using optimization for buildings with dynamic shading systems,2021,Energy and Buildings,03787788,236,,,Article,Kunwar N.,,,College of Engineering,United States,30,0,,doi,,https://openalex.org/W3128355430,Niraj Kunwar; Kristen Cetin; Ulrike Passe,3,Iowa State University; Michigan State University,US,https://ror.org/04rswrd78; https://ror.org/05hs6h993,Daylighting:0.824; Shading:0.749; Building energy simulation:0.721; Daylight:0.667; Calibration:0.631; Building envelope:0.618; Energy consumption:0.616; Energy (signal processing):0.594,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,31,31.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 7}, {""year"": 2023, ""cited_by_count"": 11}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 1}]",False,closed,Energy and Buildings,0378-7788; 1872-6178,2021.0,article,doi,"National Science Foundation; Iowa Energy Center; American Society of Heating, Refrigerating and Air-Conditioning Engineers",3,stm-asf; tdm,True,39.0,0378-7788,Energy and Buildings,2021.0,journal-article
2-s2.0-85101168497,10.1016/j.enbuild.2021.110798,Experimental determination of the building envelope's dynamic thermal characteristics in consideration of hygrothermal modelling – Assessment of methods and sources of uncertainty,2021,Energy and Buildings,03787788,236,,,Article,Bishara N.,,,Technische Universität Darmstadt;Free University of Bozen-Bolzano,Germany;Italy,24,2,,doi,,https://openalex.org/W3127759045,Nadja Bishara; Giovanni Pernigotto; Alessandro Prada; Marco Baratieri; Andrea Gasparella,5,Free University of Bozen-Bolzano; Technical University of Darmstadt; University of Trento,DE; IT,https://ror.org/012ajp527; https://ror.org/05n911h24; https://ror.org/05trd4x28,Overheating (electricity):0.882; Building envelope:0.814; Dynamic simulation:0.579; Thermal:0.564; Envelope (radar):0.544; Heat flux:0.5; Opacity:0.44; Dynamic loading:0.438,Hygrothermal properties of building materials; Building Energy and Comfort Optimization; Wind and Air Flow Studies,34,27.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 5}, {""year"": 2024, ""cited_by_count"": 10}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 4}, {""year"": 2021, ""cited_by_count"": 3}]",True,green,Energy and Buildings,0378-7788; 1872-6178,2021.0,article,doi,Provincia autonoma di Bolzano - Alto Adige,1,stm-asf; tdm,True,37.0,0378-7788,Energy and Buildings,2021.0,journal-article
2-s2.0-85106522002,10.3390/en14071799,Evaluation of building energy performance with optimal control of movable shading device integrated with pv system,2021,Energies,,14,7,,Article,Jung D.E.,,,Hanbat National University,South Korea,9,1,,doi,,https://openalex.org/W3137999769,Dong Eun Jung; Chanuk Lee; Kwang Ho Lee; Minjae Shin; Sung Lok,5,Hanbat National University; Korea University; Hanyang University,KR,https://ror.org/00x514t95; https://ror.org/047dqcg40; https://ror.org/046865y68,Shading:0.745; Photovoltaic system:0.626; Cooling load:0.523; Automotive engineering:0.466; Building envelope:0.442; Solar energy:0.435; Water cooling:0.414; Thermal:0.365,Building Energy and Comfort Optimization; Diverse Academic Research Analysis; Urban Heat Island Mitigation,14,11.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 3}, {""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 1}]",True,gold,Energies,1996-1073,2021.0,article,doi,Korea Institute of Energy Technology Evaluation and Planning; Hanbat National University,2,vor,True,22.0,1996-1073,Energies,2021.0,journal-article
2-s2.0-85102298720,10.1016/j.solener.2021.01.059,Optimal control of switchable ethylene-tetrafluoroethylene (ETFE) cushions for building façades,2021,Solar Energy,0038092X,218,,180-194,Article,Faramarzi A.,,,Armour College of Engineering,United States,11,0,,doi,,https://openalex.org/W3138134523,Afshin Faramarzi; Brent Stephens; Mohammad Heidarinejad,3,Illinois Institute of Technology,US,https://ror.org/037t3ry66,ETFE:0.998; Tetrafluoroethylene:0.939; Schedule:0.481; Computer science:0.468; Control (management):0.457; Materials science:0.409; Environmental science:0.337; Composite material:0.209,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Thermal Radiation and Cooling Technologies,31,9.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 5}, {""year"": 2021, ""cited_by_count"": 1}]",False,closed,Solar Energy,0038-092X; 1471-1257,2021.0,article,doi,"American Society of Heating, Refrigerating and Air-Conditioning Engineers",1,tdm,True,42.0,0038-092X,Solar Energy,2021.0,journal-article
2-s2.0-85098986949,10.1016/j.cad.2020.102988,Integrative design and fabrication methodology for bio-inspired folding mechanisms for architectural applications,2021,CAD Computer Aided Design,00104485,133,,,Article,Körner A.,,,Universität Stuttgart,Germany,26,0,,doi,,https://openalex.org/W3114315116,Axel Körner; Larissa Born; Oliver Bucklin; Seiichi Suzuki; Lauren Vasey; Götz T. Gresser; Achim Menges; Jan Knippers,8,University of Stuttgart; Deutschen Institute für Textil und Faserforschung,DE,https://ror.org/04vnq7t77; https://ror.org/03tgwp072,Computer science:0.64; Abstraction:0.616; Kinematics:0.602; Context (archaeology):0.595; Folding (DSP implementation):0.595; Process (computing):0.52; Actuator:0.463; Hinge:0.448,Advanced Materials and Mechanics; Architecture and Computational Design; Modular Robots and Swarm Intelligence,35,62.0,"[{""year"": 2026, ""cited_by_count"": 3}, {""year"": 2025, ""cited_by_count"": 6}, {""year"": 2024, ""cited_by_count"": 43}, {""year"": 2023, ""cited_by_count"": 6}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 1}]",False,closed,Computer-Aided Design,0010-4485; 1879-2685,2020.0,article,doi,Deutsche Forschungsgemeinschaft; Deutsche Forschungsgemeinschaft; Universität Stuttgart,3,tdm,True,37.0,0010-4485,Computer-Aided Design,2021.0,journal-article
2-s2.0-85105090023,10.3390/en14082195,Life Cycle Assessment of Dynamic Water Flow Glazing Envelopes: A Case Study with Real Test Facilities,2021,Energies,,14,8,,Article,Santamaria B.M.,,,Universidad Politécnica de Madrid,Spain,5,1,,doi,,https://openalex.org/W3156632762,Belen Moreno Santamaria; Fernando del Ama Gonzalo; Matthew Griffin; Benito Lauret Aguirregabiria; Juan A. Hernández Ramos,5,Universidad Politécnica de Madrid; Keene State College,ES; US,https://ror.org/03n6nwv02; https://ror.org/04c1gbz02,Glazing:0.925; Energy consumption:0.663; Life-cycle assessment:0.616; Engineering:0.482; Investment (military):0.467; Consumption (sociology):0.45; Environmental economics:0.391; Environmental science:0.37,Building Energy and Comfort Optimization; Facilities and Workplace Management; Sustainable Building Design and Assessment,45,7.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}]",True,gold,Energies,1996-1073,2021.0,article,doi,,0,vor,True,51.0,1996-1073,Energies,2021.0,journal-article
2-s2.0-85099257473,10.1007/s40032-020-00657-5,Simplified Model for Directional Delivery of Air Through Louvers Used in Air-Conditioning Systems,2021,Journal of the Institution of Engineers India Series C,22500545,102,2,427-437,Article,Vidiyala V.,,,S. V. National Institute of Technology,India,0,0,,doi,,https://openalex.org/W3119040614,Varun Vidiyala; Vaibhav K. Arghode,2,Sardar Vallabhbhai National Institute of Technology Surat; Indian Institute of Technology Kanpur,IN,https://ror.org/02y394t43; https://ror.org/05pjsgx75,Louver:0.993; Airflow:0.769; Computational fluid dynamics:0.766; Mechanics:0.586; Air conditioning:0.498; Simulation:0.435; Meteorology:0.426; Physics:0.367,Wind and Air Flow Studies; Aerodynamics and Fluid Dynamics Research; Infection Control and Ventilation,9,0.0,[],False,closed,Journal of The Institution of Engineers (India) Series C,2250-0545; 2250-0553,2021.0,article,doi,,0,tdm; vor,True,11.0,2250-0545; 2250-0553,Journal of The Institution of Engineers (India): Series C,2021.0,journal-article
2-s2.0-85123768643,10.13128/techne-10687,Applied innovation: Technological experiments on biomimetic façade systems and solar panels,2021,Techne,,2,,82-86,Article,Petriccione L.,,,Università degli Studi di Udine,Italy,4,0,,doi,,https://openalex.org/W4376580580,Livio Petriccione; Fabio Fulchir; Francesco Chinellato,3,University of Udine,IT,https://ror.org/05ht0mh31,Architectural engineering:0.474; Engineering:0.443; Manufacturing engineering:0.353; Environmental science:0.344; Systems engineering:0.329,Architecture and Computational Design,0,2.0,"[{""year"": 2022, ""cited_by_count"": 2}]",True,green,Institutional Research Information System (University of Udine),,2021.0,article,doi,,0,,False,0.0,2239-0243,TECHNE - Journal of Technology for Architecture and Environment,2021.0,journal-article
2-s2.0-85112087786,10.13128/techne-10699,Novel component for smart sustainable. Building Envelopes,2021,Techne,,2,,144-148,Article,Rodonò G.,,,Università degli Studi di Catania,Italy,1,0,,doi,,https://openalex.org/W4327876757,Gianluca Rodonò; Angelo Monteleone; Vincenzo Sapienza,3,University of Catania,IT,https://ror.org/03a64bh57,Component (thermodynamics):0.789; Architectural engineering:0.401; Computer science:0.394; Engineering:0.223; Physics:0.124; Thermodynamics:0.0,Architecture and Computational Design,0,3.0,"[{""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 1}]",True,green,DOAJ (DOAJ: Directory of Open Access Journals),,2021.0,article,doi,,0,,False,0.0,2239-0243,TECHNE - Journal of Technology for Architecture and Environment,2021.0,journal-article
