eid,abstract,abstract_status,eff_doi,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-85127309298,"The path we are currently following to improve the physics of construction due to the destruction of our environment through the negative impact of the built environment around us. Current efforts to decrease carbon and energy are noted by modifying and improving modern ""layered"" envelopes and improving a misunderstanding of thermal comfort that has become much less effective than expected. Understanding construction physics is an important factor in improving the quality of life indoor and outdoor, relying primarily on theoretical and computational aspects, then applying the practical part to reduce excessive use of carbon and energy and hinder the elaboration of a sustainable and built environment. This paper shows how the problem stems from neglecting to think about the first principles and basic construction physics. Similarly, we show how combining good construction physics with reassessing old methodologies to construction and structure use provides some powerful and effective tools to address the climate emergency. The use of construction physics methods supports the search for new solutions to express the most important factors affecting thermal conduction and minimum surface temperatures. However, buildings have integrated concepts in which advanced systems work together to optimize energy, comfort, and health performance. Convergence between various engineering fields and the overlapping field of construction techniques and services has great potential in the future to achieve the next step in energy saving. As a result, the research highlights new methods that make our buildings interact with the external environment using climate data, responsive envelope design, simulation software, thereby achieving architectural response to surrounding variables, improving building physics to reduce environmental pollution, thermal comfort, and achieving the highest energy efficiency and performance in buildings. This is illustrated by the presentation of a case study of an existing building (Opera Garage Building) – Cairo, it will review solutions to enhance the envelope of the building and its impact on the built environment to come up with some recommendations and solutions which we can apply it on the existing buildings in Egypt.",ok,10.1088/1755-1315/992/1/012005,10.1088/1755-1315/992/1/012005,The Influence of Using Responsive Façade as a Tool for Improving the Built Environment: Case study: Attaba - Opera square,2022,Iop Conference Series Earth and Environmental Science,17551307,992,1,,Conference Paper,Eltanboly M.F.,,,"Faculty of Engineering, Cairo University;Cairo Higher Institute for Engineering",Egypt;Egypt,5,1,,doi,,https://openalex.org/W4220685176,Manar Fouad Eltanboly; Mohamed Moemen Afify,2,Cairo University; Cairo Higher Institute,EG,https://ror.org/03q21mh05; https://ror.org/045rvh172,Built environment:0.55; Architectural engineering:0.518; Building envelope:0.504; Computer science:0.469; Field (mathematics):0.467; Systems engineering:0.437; Quality (philosophy):0.423; Risk analysis (engineering):0.346,Building Energy and Comfort Optimization,8,2.0,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}]",True,diamond,IOP Conference Series Earth and Environmental Science,1755-1307; 1755-1315,2022.0,article,doi,,0,tdm; vor,True,11.0,1755-1307; 1755-1315,IOP Conference Series: Earth and Environmental Science,2022.0,journal-article
2-s2.0-85123959420,"The design and application of dynamic façades have gained attention in recent years as new high-performance building façade alternatives. In this study, the optimization of a novel opaque dynamic façade, the MICRO-V (Multifunctional Integrated Climate-responsive Opaque and Ventilated) façade, is investigated. This façade is comprised of different components to regulate the flow of heat, air, and moisture into buildings dynamically with daily and seasonal responses using an integrated ventilation module, phase change materials (PCM), and an adjustable insulation system. This façade acts as a decentralized ventilation system, in which the fresh air is pre-conditioned using the thermal energy storage provided by the PCMs, and the heat recovery inside the ventilation module. The aim of this paper is to optimize the conceptual façade design using parametric simulations by quantifying the performance of the MICRO-V facade. Multiple parameters, among which the geometry, the material properties, and the airspeed were tested. CFD simulations were performed in both the heating and the cooling seasons in a continental climate (Toronto, Canada). The pre-conditioning efficiency of fresh air in the façade was 73% in the summer week and 65% in the winter week. Including the PCMs to condition the air resulted in an average increase of air temperature in the winter by 3 °C, through solar gain storage, and helped to reduce the extreme temperature by 5 °C on extremely hot summer periods. The study showed the thermal resistance in the façade could be increased and decreased as a function of airflow in the façade, which is a potential way to control the overall heat gain and heat loss through the façade annually. The façade-scale simulations showed the necessity of this type of analysis prior to whole-building simulations to accurately represent the façade's performance.",ok,10.1016/j.applthermaleng.2021.117923,10.1016/j.applthermaleng.2021.117923,Parametric optimization of multifunctional integrated climate-responsive opaque and ventilated façades using CFD simulations,2022,Applied Thermal Engineering,13594311,204,,,Article,Shahrzad S.,,,Toronto Metropolitan University,Canada,19,0,,doi,,https://openalex.org/W4200556979,Soudian. Shahrzad; Berardi. Umberto,2,Toronto Metropolitan University,CA,https://ror.org/05g13zd79,Computational fluid dynamics:0.825; Parametric statistics:0.569; Opacity:0.502; Mechanical engineering:0.427; Materials science:0.352; Environmental science:0.339; Engineering:0.335; Aerospace engineering:0.256,Building Energy and Comfort Optimization; Wind and Air Flow Studies; Infection Control and Ventilation,41,18.0,"[{""year"": 2025, ""cited_by_count"": 5}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 5}]",False,closed,Applied Thermal Engineering,1359-4311; 1873-5606,2021.0,article,doi,,0,stm-asf; tdm,True,45.0,1359-4311,Applied Thermal Engineering,2022.0,journal-article
2-s2.0-85123181369,"Building occupants interact frequently with façades. These interactions simultaneously affect several domains of the indoor environment (visual, thermal, air quality and acoustic) and occupant perception, as well as the energy performance of the façades. Yet this multi-domain relationship between façade and occupant is not well understood. This gap in knowledge is particularly problematic for dynamic façades, where automated controls endeavour to improve the energy efficiency and reduce occupant dissatisfaction. In particular, it is often unclear whether an integrated multi-domain approach is strictly required when evaluating occupant satisfaction with automated or manual dynamic façades. This research provides a ""proof-of-principle"" that such an approach is required. This conclusion was drawn after performing. small exploratory campaign conducted in a test chamber designed specifically for occupant-façade interaction in which several human volunteers were exposed to alternative façade typologies (a single-skin façade and a closed cavity façade) and different control strategies (manual control and automated control). As expected, the results show that the effects on the indoor environmental quality, occupant satisfaction and discomfort vary in space and time, and between the façade typologies investigated. It was also found that occupant satisfaction was not only affected by whether a certain thermal or visual condition had been reached, but also on how it had been achieved, e.g. whether the actuation was perceived as disruptive by the occupants. Finally, the results show that occupant satisfaction and the level of interaction in one domain may be affected by satisfaction in other domains.",ok,10.1016/j.buildenv.2021.108703,10.1016/j.buildenv.2021.108703,Dynamic façades – An exploratory campaign to assess occupant multi-domain environmental satisfaction and façade interaction,2022,Building and Environment,03601323,211,,,Article,Luna-Navarro A.,,,Department of Engineering,United Kingdom,26,0,,doi,,https://openalex.org/W4200159217,Alessandra Luna-Navarro; Gary R. Hunt; Mauro Overend,3,University of Cambridge; Delft University of Technology,GB; NL,https://ror.org/013meh722; https://ror.org/02e2c7k09,Architectural engineering:0.549; Perception:0.496; Control (management):0.489; Indoor air quality:0.48; Quality (philosophy):0.447; Exploratory research:0.425; Computer science:0.407; Human–computer interaction:0.359,Building Energy and Comfort Optimization; Noise Effects and Management; Facilities and Workplace Management,37,24.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 5}, {""year"": 2024, ""cited_by_count"": 8}, {""year"": 2023, ""cited_by_count"": 5}, {""year"": 2022, ""cited_by_count"": 4}]",False,closed,Building and Environment,0360-1323; 1873-684X,2021.0,article,doi,,0,stm-asf; tdm,True,47.0,0360-1323,Building and Environment,2022.0,journal-article
2-s2.0-85112841586,"Greenhouse gas (GHG) emissions leading to anthropogenic global warming continue to be a major issue for societies worldwide. A major opportunity to reduce emissions is to improve building construction, and in particular the effectiveness of building envelope, which leads to a decrease in operational energy consumption. Improving the performance of a building's thermal envelope can substantially reduce energy consumption from heating, ventilation, and air conditioning while maintaining occupant comfort. In previous work, a computational model of a biomimetic building façade design was found to be effective in temperate climates in an office context. Through a case study example based on animal fur and blood perfusion, this paper tests the hypothesis that biomimetic building facades have a broader application in different building typologies across a range of climate zones. Using bioinspiration for innovation opens new ideas and pathways for technological development that traditional engineering design does not provide. This study exemplifies the process in a building façade, integrating a new form of insulation, heating and cooling. Methods of mathematical modelling and digital simulation methods were used to test the energy reduction potential of the biomimetic façade was tested in a set of operational applications (office, school, and aged care) and across different climate zones (tropical, desert, temperate, and cool continental). Results indicated that the biomimetic façade has potential to reduce energy consumption for all building applications, with the greatest benefit shown in residential aged care (67.1% reduction). Similarly, the biomimetic building façade showed potential to reduce operational services energy consumption in all climate zones, with the greatest energy reductions achieved in the tropical (55.4% reduction) and humid continental climates (55.1% reduction). Through these results the hypothesis was confirmed suggesting that facades engineered to mimic biological functions and processes can improve substantially decrease building operational energy consumption and can be applied in different building classifications and different climate zones. These results would significantly decrease operational greenhouse gas emissions over the lifetime of a building and provide substantial savings in energy bills. Such facades can contribute to the further reduction in greenhouse gas emissions in a broad range of contexts in the built environment and other areas of technology and design. The flexibility and adaptability of biomimetic facades exemplify how biological strategies and characteristics can augment and improve performance in different environments, since the organisms that inspire innovation are already well-adapted to the conditions on earth. This study also exemplified a method by which other biomimetic building envelope features may be assessed. Further work is suggested to assess economic viability and constructability of the proposed facades.",ok,10.1007/s10098-021-02183-z,10.1007/s10098-021-02183-z,Biomimetic building facades demonstrate potential to reduce energy consumption for different building typologies in different climate zones,2022,Clean Technologies and Environmental Policy,1618954X,24,2,493-518,Article,Webb M.,,,Griffith University,Australia,36,1,,doi,,https://openalex.org/W3195522020,Matthew Webb,1,Griffith University,AU,https://ror.org/02sc3r913,Building envelope:0.708; Context (archaeology):0.702; Energy consumption:0.702; Greenhouse gas:0.543; Building design:0.537; Thermal comfort:0.521; Architectural engineering:0.514; Consumption (sociology):0.465,Building Energy and Comfort Optimization; Solar Energy Systems and Technologies; Hygrothermal properties of building materials,100,40.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 13}, {""year"": 2024, ""cited_by_count"": 9}, {""year"": 2023, ""cited_by_count"": 10}, {""year"": 2022, ""cited_by_count"": 7}]",True,bronze,Clean Technologies and Environmental Policy,1618-954X; 1618-9558,2021.0,article,doi,,0,tdm; vor,True,119.0,1618-954X; 1618-9558,Clean Technologies and Environmental Policy,2021.0,journal-article
2-s2.0-85127550709,"The development of energy-efficient technologies at all stages of a building's life cycle is essential to achieving sustainable development goals. The object of the study is climate-adaptive façade structures with air gaps in the form of a Trombe wall and a double-skin façade. Cases using phase-change materials (PCM) and photovoltaic modules (PV) in climate-adaptive structures are analyzed separately. The research method is aimed to review and analyze the energy-saving potential from integrating the Trombe wall or double-skin façade in buildings. The work systematizes full-scale, physical, and mathematical experiments. Articles from Scopus and Web of Science systems from 2001 to 2022 inclusive were subject to consideration. The article presents a statistical analysis given by the scientific community on the current topic's dynamics. The study's significance is characterized by a lack of knowledge on the behavior of the mentioned façade systems in various climate zones and for different buildings types. The results have shown that comprehensive studies on the investigated systems are significant and can serve for further designs and energy efficiency improvements. For the first time, a scientometric analysis of articles on the topic ""Climate-adaptive façades"" was compiled.",ok,10.3390/buildings12030366,10.3390/buildings12030366,Climate-Adaptive Façades with an Air Chamber,2022,Buildings,,12,3,,Review,Vasileva I.L.,,,Peter the Great St. Petersburg Polytechnic University,Russian Federation,22,1,,doi,,https://openalex.org/W4221128840,Irina Leonidovna Vasileva; Darya Nemova; Nikolai Vatin; Роман Федюк; Maria Iurevna Karelina,5,Peter the Great St. Petersburg Polytechnic University; Peoples' Friendship University of Russia; Far Eastern Federal University; Moscow Automobile and Road Construction State Technical University,RU,https://ror.org/02x91aj62; https://ror.org/02dn9h927; https://ror.org/0412y9z21; https://ror.org/0257qw677,Architectural engineering:0.737; Computer science:0.513; Photovoltaic system:0.484; Scopus:0.438; Environmental science:0.391; Systems engineering:0.386; Engineering:0.279; Law:0.0,Solar Energy Systems and Technologies; Building Energy and Comfort Optimization; Solar Thermal and Photovoltaic Systems,148,21.0,"[{""year"": 2026, ""cited_by_count"": 4}, {""year"": 2025, ""cited_by_count"": 3}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 5}, {""year"": 2022, ""cited_by_count"": 4}]",True,gold,Buildings,2075-5309,2022.0,article,doi,Russian Science Foundation,1,vor,True,151.0,2075-5309,Buildings,2022.0,journal-article
2-s2.0-85125500008,"Kinetic façade systems can adjust to different environmental conditions, thereby improving daylight performance in buildings. Bistable laminates present large deflections and can maintain their state without continuous energy supply, appealing features for kinetic applications. Nevertheless, these engineered materials have yet to be studied for their potential for improving daylight performance in buildings. This study sought to test the daylight performance of a kinetic bistable screen using a case study approach that combines experimental testing and building performance simulation. This paper details research to design and fabricate the shading screen and the experimental testing of the screens' daylight performance. First, we focus on the design of a holder mechanism, which relies on a string system and shape memory alloys that actuate bistable flaps. Second, we experimentally collect data on daylight performance and compare it to simulation data to validate a daylight model. Results show that the designed bistable screen can increase the hours of adequate daylight throughout the year versus baseline cases, particularly when oriented south and east. The study suggests that bistable kinetic screens can help improve daylight performance in buildings.",ok,10.1088/1361-665x/ac5014,10.1088/1361-665X/ac5014,Bistable kinetic shades actuated with shape memory alloys: Prototype development and daylight performance evaluation,2022,Smart Materials and Structures,09641726,31,3,,Article,Vazquez E.,,,Pennsylvania State University,United States,17,0,,doi,,https://openalex.org/W4212783476,Elena Vazquez; José Duarte,2,,,,Daylight:0.954; Bistability:0.934; Computer science:0.492; Kinetic energy:0.49; Simulation:0.414; Engineering:0.406; Environmental science:0.369; Materials science:0.237,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Architecture and Computational Design,27,18.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 7}, {""year"": 2023, ""cited_by_count"": 5}, {""year"": 2022, ""cited_by_count"": 3}]",False,closed,Smart Materials and Structures,0964-1726; 1361-665X,2022.0,article,doi,Architectural Research Centers Consortium; American Institute of Architects,2,tdm; vor,True,26.0,0964-1726; 1361-665X,Smart Materials and Structures,2022.0,journal-article
2-s2.0-85116068103,,missing,10.1177/17442591211045418,10.1177/17442591211045418,Adaptive opaque façades and their potential to reduce thermal energy use in residential buildings: A simulation-based evaluation,2022,Journal of Building Physics,17442591,45,5,675-720,Article,Juaristi M.,,,Universidad de Navarra,Spain,19,2,,doi,,https://openalex.org/W3203047213,Miren Juaristi; Fabio Favoino; T. Gómez-Acebo; Aurora Monge-Barrio,4,Universidad de Navarra; Politecnico di Torino,ES; IT,https://ror.org/02rxc7m23; https://ror.org/00bgk9508,Thermal:0.626; Thermal comfort:0.617; Facade:0.577; Context (archaeology):0.519; Adaptation (eye):0.517; Opacity:0.511; Cladding (metalworking):0.502; Absorptance:0.497,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,50,16.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 6}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 2}]",True,green,Journal of Building Physics,1744-2583; 1744-2591,2021.0,article,doi,,0,tdm,True,66.0,1744-2591; 1744-2583,Journal of Building Physics,2021.0,journal-article
2-s2.0-85125362703,"Windows with low visible light transmittance (VLT) and g-values are preferred to reduce the building's energy consumption. However, low VLT and g-value can create an unpleasant indoor daylight environment. A glass with freely adjustable VLT and g-value as required has been developed and is called smart glass. In this study, the recently developed VLT adjustable smart glass is targeted. Some studies were conducted on the VLT adjustment status of smart windows to create an appropriate indoor lighting environment. Although research on smart glass has been conducted through ecofriendly building certification systems such as LEED in the US, BREEAM in the UK, CASBEE in Japan, and GSEED in South Korea, it was pointed out that there is a limit to creating a uniformity. Therefore, the previous study analyzed the VLT conditions to create a minimal indoor daylight environment. The purpose of this study is to propose and analyze a louver-type electrochromic façade that can create a uniform indoor illuminance. A simulation method was used, and a range of changes in indoor illuminance that could be controlled through an electrochromic louver was derived. The simulation was performed using the Rhino 6′s Grasshopper program based on the Radiance engine. Electrochromic is a class of smart glass with high VLT variable range and durability. The conditions for deriving the optimal daylight environment according to the composition, VLT, and angle of the electrochromic louver were analyzed. The evaluation was made against the criteria of LEED v4.1. Data on the composition, VLT, and angle adjustment of the electrochromic louver that can obtain a high LEED v4.1 daylight score were derived, and organized in tables. Considering the composition and angle, it was found that the daylight environment of the electrochromic louver adjusted with a VLT of 25% to 45% was excellent in composition.",ok,10.3390/buildings12030263,10.3390/buildings12030263,Indoor Daylight Performances of Optimized Transmittances with Electrochromic-Applied Kinetic Louvers,2022,Buildings,,12,3,,Article,Kim J.H.,,,Chonnam National University,South Korea,16,1,,doi,,https://openalex.org/W4213453481,Jae-Hyang Kim; Seung-Hoon Han,2,Chonnam National University,KR,https://ror.org/05kzjxq56,Louver:0.906; Daylight:0.844; Electrochromism:0.728; Glazing:0.728; Radiance:0.567; Illuminance:0.541; Environmental science:0.512; Transmittance:0.509,Transition Metal Oxide Nanomaterials; Urban Heat Island Mitigation; Building Energy and Comfort Optimization,21,18.0,"[{""year"": 2025, ""cited_by_count"": 3}, {""year"": 2024, ""cited_by_count"": 9}, {""year"": 2023, ""cited_by_count"": 4}, {""year"": 2022, ""cited_by_count"": 2}]",True,gold,Buildings,2075-5309,2022.0,article,doi,,0,vor,True,28.0,2075-5309,Buildings,2022.0,journal-article
2-s2.0-85121308536,"The power generation performance of a solar array can be enhanced by using a scheme that combines various techniques, including Maximum Power Point Tracking (MPPT), a PV array reconfiguration, and DC-DC converters for current and voltage matching. This paper presents a novel combination of three techniques and a closed-loop control strategy to improve the performance of a large PV array initially in Tied-Cross-Ties (TCT) interconnection. Firstly a modified Magic Square-Enhanced Configuration (MS-EC) is used to permute the module positions in the array. The chosen example is a 6×6 TCT array. The resultant arrangement is then divided into four 3×3 TCT sub-arrays. Irradiance Equalisation (IE) is applied to each sub-array to make the irradiation levels match approximately between its rows. Finally, a Series-Parallel Differential Power Processing (SP-DPPs) converter scheme is applied to the four sub-arrays for maximum power point tracking. Experimental tests are presented to validate the transfer function models of these converters and the designed control scheme. The combined scheme performance is evaluated under static and dynamic shading patterns; it compares favourably with a TCT array using only bypass diodes by showing an average power gain of 11–48% and an efficiency of 98.95%.",ok,10.1016/j.seta.2021.101878,10.1016/j.seta.2021.101878,A combined scheme for maximising the output power of a Photovoltaic array under partial shading conditions,2022,Sustainable Energy Technologies and Assessments,22131388,50,,,Article,Etarhouni M.,,,University of Leeds,United Kingdom,18,2,,doi,,https://openalex.org/W4200539364,Mohamed Etarhouni; Benjamin Chong; Li Zhang,3,University of Leeds,GB,https://ror.org/024mrxd33,Converters:0.72; Maximum power point tracking:0.683; Photovoltaic system:0.676; Maximum power principle:0.491; Control theory (sociology):0.478; Power (physics):0.465; Computer science:0.463; Electronic engineering:0.431,Photovoltaic System Optimization Techniques; solar cell performance optimization; Advanced DC-DC Converters,43,17.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 3}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 4}, {""year"": 2022, ""cited_by_count"": 4}]",True,green,Sustainable Energy Technologies and Assessments,2213-1388; 2213-1396,2021.0,article,doi,Society for Libyan Studies,1,stm-asf; tdm,True,39.0,2213-1388,Sustainable Energy Technologies and Assessments,2022.0,journal-article
2-s2.0-85142352228,"Background: Cities consume a disproportionate amount of energy for internal temperature regulation. Being able to reduce cities' cooling load on hot summer days can decrease energy consumption while improving occupants' thermal comfort. The urban canopy is an effective shading agent, adding cooling benefits to existing buildings and streets while providing other ecological and physiological values. Yet the building and street shading dynamic is a highly complex system that involves micro-level building components and macro-level variables. Introducing urban canopy to such a complex system creates another challenge, as urban canopy variables can also interact with buildings at both micro- and macro-levels. In order to accurately represent the urban canopy shading effect, it is necessary to account for the interactions among buildings, streets, and urban canopies. Methods: This study simulates the shading effect of urban canopy measured by aerial laser scanning (ALS) in the City of Vancouver, Canada, through the integration of a Radiance daylight simulation engine and geographic information system (GIS) data. All trees detected by ALS were included in the analysis. Results: The results indicate that street surfaces receive more solar irradiance reduction than building roofs and façades (i.e., exterior walls). Neighborhoods with less density and lower buildings were shaded noticeably better than areas with higher density and taller buildings. Among Vancouver's 22 neighborhoods, 2 neighborhoods, Kitsilano and the West End, demonstrated a promising sign where both building density/height and urban canopies are maintained. There was evidence of high canopy shading and high-density urban morphologies. Conclusion: Overall, this work provided an authentic canopy assessment from single building to city scale, creating opportunities to investigate intracity urban canopy variations, equality, and the balance between urban greening and urban densification.",ok,10.48044/jauf.2022.008,10.48044/jauf.2022.008,Modeling the Shading Effect of Vancouver’s Urban Tree Canopy in Relation to Neighborhood Variations,2022,Arboriculture and Urban Forestry,19355297,48,2,95-112,Article,Lu Y.,,,The University of British Columbia,Canada,5,0,,doi,,https://openalex.org/W4214528759,Yuhao Lu; Justin C. McCarty; Jeri Sezto; Zhaohua Cheng; Nicholas Martino; Cynthia Girling; Adam Rysanek; Sara Barron; Giona Matasci,9,,,,Shading:0.89; Canopy:0.806; Environmental science:0.56; Daylight:0.519; Urban heat island:0.5; Irradiance:0.485; Geography:0.442; Urban planning:0.439,Urban Heat Island Mitigation; Urban Green Space and Health; Land Use and Ecosystem Services,49,7.0,"[{""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 4}]",False,closed,Arboriculture & Urban Forestry,1935-5297; 2155-0778,2022.0,article,doi,,0,,False,65.0,1935-5297; 2155-0778,Arboriculture &amp; Urban Forestry,2022.0,journal-article
2-s2.0-85119679814,"The development of architectural components with the capabilities of biological systems could lead to the realization of biofunctional, dynamic, interactive, and self-sustaining ""living"" architecture. One route to interfacing biological systems with architectural materials is functionalization with biomolecules. In particular, functionalization of surfaces with DNA incorporates both informational and active properties such as the ability to produce proteins. However, direct conjugation to surfaces can degrade biomolecule activity, reduce reaction kinetics, and limit available binding sites. Integration of DNA into a hydrogel matrix that is conjugated to the surface can overcome these limitations. Here, DNA encoding genetic information is converted into a hydrogel matrix, termed Meta P-gel. The unique mechanical properties of Meta P-gel allow it to adsorb to patterned ceramic surfaces in a spatially controlled manner. Simultaneously, Meta P-gel retains the biological ability to produce proteins, achieving spatial control over protein synthesis for potential applications in living architecture. Finally, Meta P-gel-based functionalization is applied to create stable protein gradients in situ, further exemplifying its applicability beyond architecture. These experiments are a first step toward continuous and stable protein expression from spatially controlled DNA hydrogels that would enable applications in biotechnological fields such as biosensor development and screening, and more broadly, in architectural fields such as fabrication of bioactive and bio-responsive ceramics for building façade design.",ok,10.1016/j.mattod.2021.10.029,10.1016/j.mattod.2021.10.029,Interfacing DNA hydrogels with ceramics for biofunctional architectural materials,2022,Materials Today,13697021,53,,98-105,Article,Pardo Y.A.,,,Cornell University College of Engineering,United States,10,0,,doi,,https://openalex.org/W3215120497,Yehudah Pardo; Kenneth G. Yancey; David Rosenwasser; David M. Bassen; Jonathan T. Butcher; Jenny E. Sabin; Minglin Ma; Shogo Hamada; Dan Luo,9,Cornell University,US,https://ror.org/05bnh6r87,Biomolecule:0.859; Interfacing:0.859; Self-healing hydrogels:0.743; Nanotechnology:0.658; Surface modification:0.605; Biosensor:0.571; Materials science:0.57; Ceramic:0.436,Bacteriophages and microbial interactions; Advanced biosensing and bioanalysis techniques; Modular Robots and Swarm Intelligence,39,12.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 4}, {""year"": 2022, ""cited_by_count"": 3}]",False,closed,Materials Today,1369-7021; 1873-4103,2021.0,article,doi,National Science Foundation,1,am; stm-asf; tdm,True,40.0,1369-7021,Materials Today,2022.0,journal-article
2-s2.0-85151952400,"Shape shifting mechanisms have long been introduced for adaptive façades. More recently, these mechanisms have relied on latent properties of materials rather than complex mechanical actuators. There has been a gap however in identifying rules for the underlying input variables and motion responses of such passive actuating mechanisms. In this paper, we introduce a shape shifting grammar for HMTM, a novel hygromorphic thermo-bimetal composite that responds to variation in temperature and humidity, through laminating layers of Beech as a hardwood and Aluminum; a metal with a high expansion coefficient. Based on a series of physical experiments in a sealed temperature chamber and image analysis using Kinovea tracking software, we identify production rules that map embedded and controlled parameters of the composite material configuration to a desired deflection and motion response. We derive grammars for both simple and complex motion responses based on different variations of variables, terminals, and production rules.",ok,10.1007/978-3-030-90625-2_8,10.1007/978-3-030-90625-2_8,Deriving the production rules of shape-shifting grammars for adaptive façades: The case of hygromorphic thermo-bimetal composites (HMTM),2022,Design Computing and Cognition 20,,,,129-149,Book Chapter,El-Dabaa R.,,,Arab Academy for Science and Technology and Maritime Transport Heliopolis Campus,Egypt,3,0,,doi,,https://openalex.org/W4214528922,Rana El-Dabaa; Sherif Abdelmohsen,2,"Arab Academy for Science, Technology, and Maritime Transport; American University in Cairo",EG,https://ror.org/0004vyj87; https://ror.org/0176yqn58,Bimetal:0.707; Actuator:0.523; Deflection (physics):0.498; Composite number:0.461; Computer science:0.426; Materials science:0.412; Mechanical engineering:0.395; Composite material:0.347,Innovations in Concrete and Construction Materials; Advanced Materials and Mechanics; Modular Robots and Swarm Intelligence,11,4.0,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}]",False,closed,,,2022.0,book-chapter,doi,,0,tdm; vor,True,13.0,,Design Computing and Cognition’20,2022.0,book-chapter
2-s2.0-85122358876,"Heat and mass transport in double skin façades (DSFs) are complex phenomena driven by boundary conditions and are in constant non-linear interaction with the constructional elements of the DSF. Comprehensive experimental investigations to understand these complex behaviors are usually rigid, time-consuming and expensive. In this paper, we present the concept and the features of a flexible experimental testbed that, in conjunction with optimized experimental procedures, can facilitate comprehensive investigations and performance assessment of DSFs. The testbed, which consists of an adjustable DSF mock-up placed into a climate simulator, allows many DSF configurations to be investigated in combination with a wide range of boundary conditions. Several methods for different types of experimental investigations with various levels of complexity are presented: standard metrics measurements, one-factor analysis, design of experiments and dynamic profile measurements. By providing examples and discussing the limitations, challenges and possibilities of each investigation method, the paper aims to provide an overview of different characterizations suitable to assess how different constructional features and boundary conditions affect the performance of DSFs. Experimental data collected during this study are also made available in a data repository for future independent scientific analyses of DSF thermophysical behavior or numerical models' validation.",ok,10.1016/j.buildenv.2021.108700,10.1016/j.buildenv.2021.108700,Laboratory testbed and methods for flexible characterization of thermal and fluid dynamic behaviour of double skin facades,2022,Building and Environment,03601323,210,,,Article,Jankovic A.,,,Norges Teknisk-Naturvitenskapelige Universitet,Norway,17,1,,doi,,https://openalex.org/W4200422245,A. Janković; M. Salman Siddiqui; Francesco Goia,3,Norwegian University of Science and Technology; Norwegian University of Life Sciences,NO,https://ror.org/05xg72x27; https://ror.org/04a1mvv97,Testbed:0.897; Computer science:0.621; Experimental data:0.582; Boundary (topology):0.526; Boundary value problem:0.485; Simulation:0.48; Range (aeronautics):0.445; Characterization (materials science):0.43,Building Energy and Comfort Optimization; Wind and Air Flow Studies; Urban Heat Island Mitigation,51,19.0,"[{""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 4}, {""year"": 2023, ""cited_by_count"": 8}, {""year"": 2022, ""cited_by_count"": 5}]",True,hybrid,Building and Environment,0360-1323; 1873-684X,2021.0,article,doi,,0,tdm; vor,True,60.0,0360-1323,Building and Environment,2022.0,journal-article
