eid,orig_doi,eff_doi,title,source,doctype,stage1_decision,publisher,abstract_status,abstract_len,abstract
2-s2.0-85096372838,10.1016/j.enbuild.2020.110589,10.1016/j.enbuild.2020.110589,Development of a performance-based design framework for multifunctional climate-responsive façades,Energy and Buildings,Article,uncertain,elsevier,ok,1530,"Climate-responsive facades (CRFs) present a new paradigm for high-performance building façade design as they provide a dynamic response to exterior environmental loads. CRFs represent a new approach compared to typical façades constructed as static barriers with a fixed performance to separate the indoor and outdoor conditions. CRFs regulate the multiple environmental loads simultaneously through dynamic responses of different components. This study aims to develop a pre-design tool to support the selection of suitable technologies to create multifunctional CRFs. The proposed framework includes five steps that lead to a qualitative assessment of the façade requirements based on quantitative metrics. These steps include defining the objectives of a CRF, setting performance constraints based on environmental and building contexts, defining a responsive operation scenario, selecting the most suitable technology, and finally creating a conceptual design of the CRF. The framework's application is verified in designing a transparent and opaque CRF module based on the layout of a ventilated cavity Trombe wall. The discussion section shows that the specific metrics in the framework and their quantitative ranges are generalizable and can be adjusted to match case-specific architectural, environmental, and technical criteria. The applicability of the framework for the early decision-making stages of façade design is finally discussed, looking at the future steps for better integration of climate-responsive facades."
2-s2.0-85136112302,10.1016/B978-0-12-822477-9.00018-8,10.1016/b978-0-12-822477-9.00018-8,Biomimetic adaptive building skins: design and performance,Rethinking Building Skins Transformative Technologies and Research Trajectories,Book Chapter,uncertain,elsevier,ok,1354,"There is a growing interest in how organisms adapt to environmental changes and how an understanding of this can offer novel approaches to develop innovative facades. Technologies such as biomimetic adaptive building skins are emerging, allowing facades to adapt to changing conditions. They offer automated controls for occupants' needs, provide efficient strategies to differing functional requirements, foster improved comfort and reduced energy demand. Biomimetics promotes adaptability since most organisms have advanced adaptations with minimum reliability on external mechanisms. This chapter provides a review of state of the art of biomimetic adaptive building skins, discusses the existing design processes for developing biomimetic adaptive building skins, describes several biomimetic design processes with case studies outlining their application and implementation as building envelope systems and analyses their measured performance benefits. A significant challenge faced with biomimetic adaptive building skins is the necessary expertise across multiple disciplines to design and performance analysis. The future needs in this area may focus on translating design principles found in nature that present how nature achieves optimum performance and measuring the environmental and energy performance of biomimetic adaptive building skins."
2-s2.0-85124765122,,,An Autonomous Bio-Inspired Shading Façade System based on Plant Movement Principles,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,include,no_doi,missing,0,
2-s2.0-85124652049,10.52842/conf.ecaade.2021.1.365,10.52842/conf.ecaade.2021.1.365,Towards a Digital Workflow for Designing Bistable Kinetic Façades,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,include,other,missing,0,
2-s2.0-85112286642,10.1080/23311983.2021.1960699,10.1080/23311983.2021.1960699,A typology of adaptive façades. An empirical study based on the morphology of glazed facades,Cogent Arts and Humanities,Article,include,taylor_francis,ok,1524,"A building's façade is its main interface with the external environment. Adaptive façade, one recent invention in the façade industry, has the capability to change its behaviour in real-time to respond to internal and/or external parameters, by means of materials, components, and systems. Among these, the adaptive shading and the façade glazing are two components that must fit together. This paper focuses on the spatial relationship between these components. It presents the results of the morphological analysis of façades with adaptive shading systems and the spatial relation between the adaptive shading system and the building's glass envelope. To characterise this relation, we formulated two measures: depth and distance. The results revealed four types of such relations: (i) the shading elements are located outside the building's glass envelope, (ii) they are covered by the glass envelope, (iii) they are located between the layers of the glazing façade, and (iv) they represent thin coatings that are flush with the surface of the glass. These results provide important insights into the emergence of new aesthetical trends in architecture, especially given the most recent technologies adopted in façades. In conclusion, we bring empirical evidence that the location of the shading system in relation to the glass envelope of a building is the key morphological feature that determines the extent of spatial transformation of the architectural structure on which such a system is installed.Display full size"
2-s2.0-85101152885,10.15627/jd.2021.5,10.15627/jd.2021.5,Biomimetic kinetic shading facade inspired by tree morphology for improving occupant’s daylight performance,Journal of Daylighting,Article,include,other,ok,1769,"Many recent studies in the field of the kinetic façade developed the grid-based modular forms through primary kinetic movements which are restricted in the simple shapes. However, learning from biological analogies reveals that plants and trees provide adjustable daylighting strategies by means of multilayered and curvature morphological changes. This research builds on a relevant literature study, observation, biomimicry morphological approach (top-down), and parametric daylighting simulation to develop a multilayered biomimetic kinetic façade form, inspired by tree morphology to improve occupants' daylight performance. The first part of the research uses a literature review to explore how biomimicry influences the kinetic façade's functions. Then, the study applies the biomimicry morphological approach to extract the formal strategies of tress due to dynamic daylight. Concerning functional convergence, the biomimicry principles are translated to the kinetic façade form configuration and movements. The extracted forms and movements are translated into the design solutions for the kinetic façade resulting in the flexible form by using intersected-multilayered skin and kinetic vectors with curvature movements. The comprehensive annual climate-based metrics and luminance-based metric simulation (625 alternatives) confirm the high performance of the bio-inspired complex kinetic façade for improving occupants' daylight performance and preventing visual discomfort in comparison with the simple plain window as the base case. The kinetic façade provides daylight performance improvement, especially the best case achieves spatial Daylight Autonomy, Useful Daylight Illuminance, and Exceed Useful Daylight Illuminance of 50.6, 85.5, 7.55 respectively."
2-s2.0-85116026456,10.33383/2019-087,10.33383/2019-087,Approaches to optimization for movable shading systems: A review of optimization methods and tools,Light and Engineering,Article,include,other,ok,648,"Studies show that movable shading systems have lots of benefits for building performance. Minimizing energy consumption and maximizing daylight usage are natural expectations when using these systems. To find optimal solutions for these systems, different methods have been used. Today, optimization methods are used to solve this problem. In the literature, there are few studies about optimization of movable shading systems. This paper aims to identify different movable shading systems, optimization types, and computational optimization tools that are used. Research findings and future projections based on the reviewed papers are summarized."
2-s2.0-85136130089,10.1016/B978-0-12-822477-9.00007-3,10.1016/b978-0-12-822477-9.00007-3,Embedding intelligence to control adaptive building envelopes,Rethinking Building Skins Transformative Technologies and Research Trajectories,Book Chapter,uncertain,elsevier,ok,1071,"Adaptive facades are characterized by multiple, dynamic functionalities that reflect the number of domains that the envelope needs to tackle during the operation. These responsive façade systems are promising solutions to continuously obtain a balanced performance across different competing requirements. In such systems the real-time management of the façade's dynamic properties through a controller, and preferably a local one, is a prerequisite to ensure effective achievement of the optimal building performance.The topic of embedded intelligence in façade systems is explored in this chapter, where requirements and logics for optimal, real-time control of adaptive facades are presented. The chapter covers fundamental questions and gives a general introduction to the complexity of embedding control technologies for dynamic skins. It also exemplifies some strategies for integrating intelligence into different types of adaptive building envelopes (such as smart glazing, double-skin facades and shading systems) while providing an overview of research avenues."
2-s2.0-85078011441,10.1080/17480272.2020.1713885,10.1080/17480272.2020.1713885,Programmable passive actuation for adaptive building façade design using hygroscopic properties of wood,Wood Material Science and Engineering,Article,include,taylor_francis,ok,1236,"This paper exploits the hygroscopic properties of wood and its passive response to fluctuation of relative humidity to develop a framework for programmable actuation in adaptive building façade design. This responsive shape shifting mechanism is specifically employed for the embedded actuation of dynamic shading configurations. Utilizing the hygroscopic properties of wood in adaptive shading devices embraces passive motion with a low-cost and low-tech approach, as a response to rapid climatic changes. Using physical experiments and image analysis, changes in the deflection and angle of curvature of wood samples in response to fluctuation in relative humidity were measured and tracked. A set of controlled hygroscopic parameters affecting the motion response of wood were deduced, including the fixation position, fixation type, and percentage and location of isolated areas of wood samples, thus achieving more control of response behavior and multiple shading percentages. A parametric script was developed using Grasshopper graphical algorithm editor and Ladybug environmental plugin to simulate shading configurations for the identified control parameters in the summer and winter solstices for an adaptive façade prototype."
2-s2.0-85088046524,10.1016/j.jobe.2020.101554,10.1016/j.jobe.2020.101554,A user detective adaptive facade towards improving visual and thermal comfort,Journal of Building Engineering,Article,uncertain,elsevier,ok,1711,"Adaptive skins and, in particular, adaptive façade play a significant role in the future of environmentally friendly spaces. Meanwhile, occupants' involvement in the process of adaptive façade design and operation is essential to guarantee its usefulness. This study aimed to address two less-attended issues in current literature in the process of adaptive facade design. First, a few research attempted to include users during adaptive facade design processes. Second, less attention is given to the simultaneous optimization of both visual and thermal comfort during adaptive façade design. Given these, an innovative methodology is developed to involve occupant's/s' position inside space while considering comfort issues. Another novelty of this study is the geometry associated with double-sided material. Improvement in visual comfort quantity and heat gain are the objectives of this study for the position of occupant/s. Parametric simulation and Genetic algorithm optimization have been used to carry out this research. On average, there was a 76% improvement in visual comfort of the occupant throughout the year by the proposed system compared to the conventional shading state. Besides, there was in average 60% improvement for the heat gain improvement via the proposed adaptive facade compared to the conventional shading state when the objective function was set to increase the heat gain. Also, when the objective function is set to decrease heat gain, a 59% improvement has been achieved compared to no shading state. Finally, the proposed adaptive facade and the innovative method of design can be used to address the position of the user/s inside space to enhance visual and thermal comfort."
2-s2.0-85121792665,10.2495/SC210331,10.2495/sc210331,RESPONSIVE FAÇADES DESIGN USING NANOMATERIALS for OPTIMIZING BUILDINGS' ENERGY PERFORMANCE,Wit Transactions on Ecology and the Environment,Article,uncertain,other,ok,153,"According to the International Energy Agency (IEA) buildings and construction sector globally is showing an increase in both emissions and energy use,..."
2-s2.0-85095915818,10.1016/j.autcon.2020.103450,10.1016/j.autcon.2020.103450,Design approaches and typologies of adaptive facades: A review,Automation in Construction,Review,uncertain,elsevier,ok,1055,"The most ambitious challenge for designers is an effective shading system that is able to keep the balance between the daylight harvesting and view out maximization while minimizing discomfort risks and building's energy load. In the literature, several definitions exist for an adaptive façade and many terminologies were introduced and used interchangeably. Therefore, this paper aims to distinguish the existing adaptive system typologies based on their key characteristics. In addition, a review based on a systematic search is conducted to outline possible design approaches towards non-conventional adaptive facades (AFs) through simulations at early stage of design. As the main research outcome, most of the studies evaluated indoor daylighting level and discomfort glare through parametric tools, while none of them proposed a specific control strategy to predict non-conventional adaptive facades' performance. These observations emphasize existing research gaps in this field that can affect the applicability of such facades in real practices."
2-s2.0-85105823271,10.35378/gujs.725902,10.35378/gujs.725902,Adaptive architecture based on environmental performance: an advanced intelligent façade (Aif) module,Gazi University Journal of Science,Article,uncertain,other,ok,1674,"Adaptive façades can enhance energy efficiency in buildings while also sustaining user comfort by using performance-driven decision-making strategies. As a sub-category of adaptive façades, advanced and intelligent façades are executed efficiently by means of mechanisms consisting of sensors, processors and actuators that systematically participate in decision-making processes via control systems. However, the conflicts occur in decision-making processes regarding the compensation between energy conservation and user demands, and material fatigue caused by the extensive movement of kinetic façade components. In this article, it is aimed to develop a novel decision-making approach embedded in a prototype named Advanced Intelligent Façade (AIF) module based on statistical data by proposing critical decision and priority algorithm, which is lacking in the case studies of intelligent façades to solve conflicts in boundary conditions. The methodology of the paper is to verify the proposed system consisting of electromechanical module and decision-making algorithms via simulation according to four scenarios that is implemented of the weather data of equinox dates in Mediterranean climate. The proposed system is simulated in the digital medium by comparing the outcomes with the static façade in terms of indoor temperature. According to the simulation, the proposed strategy is determined as an efficient and performative alternative by optimizing the environmental parameters such as heat, light and humidity levels with the user demand for the specific temperature ranges. Thus, the AIF module can be employed in the buildings as a sustainable façade system."
2-s2.0-85141914528,10.1080/16874048.2021.1920138,10.1080/16874048.2021.1920138,"Utilizing dynamic shading system to achieve daylight performance according to LEED standards V.4: case study, university classrooms in Egypt",Hbrc Journal,Article,uncertain,taylor_francis,ok,1929,"In the climate-change period, all countries strived to design sustainable buildings. As environmental influenced contributes to design decisions, to save energy and to achieve the sustainable development indicator according to Egypt Vision 2030. This can be achieved by accessing the maximum of daylight, consequently the facade design has a major impact on daylight performance.This paper aims to evaluate the daylight performance by using dynamic shading, in a university classroom in Egypt. It also aims to determine the optimal angle for each hour of the shade's movement. Based on LEED 4 daylight requirements and IES, daylight analysis was integrated using DESIGNBUILDER V6, RADIANCE, and DAYSIM programs. The simulation measured the basic case of the case study and then compared it with using dynamic shading system.Incrementing the efficiency of daylight needs to increase spatial daylight autonomy (SDA) and reduce annual sunlight exposure (ASE); hence, the importance of this research is to take up studies of spatial daylight autonomy (SDA), annual sunlight exposure (ASE), useful daylight illuminance (UDI), working plan, and daylight factor over a year.This paper proved the necessary of using dynamic shading system. As it helped in changing the angle of inclination shading system with change the angle of inclination the sun on the openings of the building. It adapted the change from the educational activity (the whiteboard and data shown) in the case study. If the opening has wide areas in the eastern facade, the overall value of illumination at 9 a.m. is much higher than at 3 p.m. When using dynamic shades, the daylight efficiency is raised, in detail, by UDI, ASE, and the daylight factor raised by 58%, 45%, and 4.3%, respectively. This research will help architects and decision-makers to improve lighting performance in existing university buildings. It also achieved visual comfort in the classroom."
2-s2.0-85101091295,10.1007/978-3-030-59328-5_26,10.1007/978-3-030-59328-5_26,Kinetic Adaptive Façades. A Systematic Review of Technological and Adaptive Features,Polito Springer Series,Book Chapter,include,springer,ok,635,"Kinetic envelopes can be defined as technological solutions which are able to move, open and close themselves, increasing the reactive capacity to incident solar radiation or other forms of environmental energy stresses, typical of a traditional facade system. Starting from this definition the chapter will provide a systematic review of these innovative technological solutions and their performance features, with a focus on materials, sensors and mechanical devices that is possible using to guarantee microclimatic control based on the dynamic interaction between the external and internal environments, achieving the target nZEB."
2-s2.0-85106201908,10.1007/978-981-33-6560-5_22,10.1007/978-981-33-6560-5_22,Kinetic Façade Design to Enhance Daylight Performance for Office Building in Malaysia,Lecture Notes in Civil Engineering,Conference Paper,include,springer,ok,1551,"Daylight design performance is a significant architectural factor and facade design has a great effect on its performance. In order to predict environmental changes and achieve more efficiently behaviour, kinetic facade is an architectural approach that use for higher effectiveness. This paper presents a facade design correspond with LEED v4.1 and Daylight Availability. It relies on Origami's technique of papers foldability where the facade morphs through rotation motion to enhance daylight performance. Rhino platform and its plugins Grasshopper and Diva through Daysim and Radiance engines were used for a parametric daylight simulation through two phases for an office facade oriented to east in Cyberjaya, Malaysia. Base cases simulations and simulations for a specific classification of rotation angles and size variable were conducted in first phase through parametric optimization process. 50 cm of radius façade size and 20° of rotation's angle reached outcome that achieve LEED v4.1 demands. a comparative simulation was conducted in second phase between the previous optimized result which exemplify the static base case with proposed dynamic system where second phase is a current development of phase one. The simulations were conducted on two days of solstice and two days of equinox for each working hours from 8AM–6PM. Lastly, a comparative analysis for the same days of parametric simulation results. Results proved that daylight achieved a better performance in comparison with optimized static case in all seasons approximately."
2-s2.0-85129265183,,10.23967/membranes.2021.020,SWITCHING TRANSFORMATION FOR SOFT PNEUMATIC ADAPTIVE SHADING,Structural Membranes 2021 10th International Conference on Textile Composites and Inflatable Structures,Conference Paper,uncertain,other,missing,0,
2-s2.0-85120787117,,10.7712/120121.8602.18826,Adaptive bending-active modules for a tensile solar shading system,Compdyn Proceedings,Conference Paper,include,other,missing,0,
2-s2.0-85120804451,,,Geometric patterns and dynamics of foldable moduli for adaptive façades,Compdyn Proceedings,Conference Paper,include,no_doi,missing,0,
2-s2.0-85130738705,10.1109/ICACEH54312.2021.9768848,10.1109/icaceh54312.2021.9768848,Using Smart Colored Windows for Improving Users' Comfort in Buildings,3rd IEEE International Conference on Architecture Construction Environment and Hydraulics 2021 Icaceh 2021,Conference Paper,uncertain,ieee,ok,470,"A building envelope and its performance evaluation utilizing various smart coated window glass panes that turn to different colors/shades according to the intensity of the exposed solar radiation is presented. The results show the application of a multi-color photochromic window-pane with the same and various color proportions improve the Daylight Glare Probability by 54 and 60% and the Useful Daylight Illuminance by 36 and 37% compared to blank glass, respectively."
2-s2.0-85124566177,10.1109/ICPSE53473.2021.9656867,10.1109/icpse53473.2021.9656867,Assessment of the Potential of Adaptive Building Envelopes in Beirut,2021 10th International Conference on Power Science and Engineering Icpse 2021,Conference Paper,uncertain,ieee,ok,582,"Adaptive building envelopes consist in having components with possibly variable properties that may adapt to weather conditions in order to increase the energy efficiency. In this paper, a test case consisting of an office space situated in Beirut, Lebanon is considered. A total of 11 envelope properties are considered adaptable. Four different adaptation scenarios corresponding to different adaptation periods are simulated. Comparing the results shows that a weekly adaptation would save a maximum of around 18% of energy consumption compared to an all year round optimization."
2-s2.0-85081920232,10.1080/00038628.2020.1742644,10.1080/00038628.2020.1742644,Design-to-fabrication with thermo-responsive shape memory polymer applications for building skins,Architectural Science Review,Article,include,taylor_francis,ok,1137,"Smart materials are studied for climate-responsive building skins due to internal changeable properties stimulated by material-specific input. This research focuses on shape memory polymer (SMP) and temperature as its activating stimulus for dynamic shading devices with mechanisms of opening and closing. From case-studies, four design strategies are presented in this paper. Design research and 3D printing fabrication tests of SMP prototypes were conducted by the research-through-design approach. Prototypes were comparatively analyzed for development and optimization in architectural applications. It is challenging to train permanent shapes, to program temporary shapes and to design repetitive material behaviours. Measures to achieve reversible reiterative shape-changing materials are required for practical implementation. For further design-fabrication research on the actual temperature and the material behaviours of designed elements, the SMP with glass transition at 35°C was applied. Later, it would be necessary to simulate the environmental effects and validate the performance of thermo-responsive SMP building skins."
2-s2.0-85093962315,10.1016/j.buildenv.2020.107385,10.1016/j.buildenv.2020.107385,Design of a passive mechanical system actuated by the nitinol helical springs for shading and sustainable development purposes of the buildings☆,Building and Environment,Article,include,elsevier,ok,1624,"Dynamic elements have always enabled humans to create adaptable systems that can adjust to the alternating exterior circumstances. Buildings, as one of the largest man-made objects, during the past decades and by the advent of numerous mechanical and electrical devices, have been continuously possessing dynamic components. Dynamic building skins have been recently developed for the main aim of energy control and visual comfort adjustment of the buildings, based on the alternating external conditions. These aims were typically fulfilled by mechanically- or electrically-derived, manual, or automatic systems; but these components require active energy source and control systems; in other words, they are not green-energy-based. Shape memory alloys, such as Nitinol helical springs, have been considered a novel replacement for these systems due to their lighter weight, smaller volume, passive actuation, and lower operating costs. This paper aims to propose a novel dynamic mechanical system for shading purposes, installed on the external side of the building skin, and actuated via the Nitinol helical springs, and by absorbing the solar energy. Initially, the theoretical, geometrical, and numerical formulations of the components and the Nitinol springs are established and then implemented inside a Python script. Further, the obtained numerical results are verified via a proper experimental campaign, designed and controlled by the Arduino microcontroller board and relevant components and sensors. Finally, it has been illustrated that there is a good agreement between the numerical and experimental results."
2-s2.0-85079216383,10.1080/00038628.2020.1713042,10.1080/00038628.2020.1713042,Development of a self-sufficient dynamic façade within the context of climate change,Architectural Science Review,Article,uncertain,taylor_francis,ok,1010,"Building envelope design is rising in relevance and, within this specific context, the application of passive and climate adaptive building shells (CABS) is investigated as an opportunity for energy savings and improvement of users' thermal and visual comfort.The paper reports a research concerning the climatic based development of a customized dynamic façade based on a passive self-adaptable system to climatic conditions via actuators. The solution is designed with the aid of a customized workflow based on Ladybug Tools, which is calibrated according to recorded thermal-mechanical behaviours and allow to predict the energy and thermal/visual comfort dynamic performances. The system is tested in four European climates and sky types, tracing the scenarios of its adaptability under various settings. The results indicate that the system by its constant mechanical changes due to the variation of temperatures provides a higher degree of adaptation, energy-saving and indoor thermal and visual comfort."
2-s2.0-85117696817,10.1007/978-3-030-74349-9_10,10.1007/978-3-030-74349-9_10,Potentials of Plant’s Strategies for an Adaptive Building Envelope,Advances in Science Technology and Innovation,Book Chapter,uncertain,springer,ok,1385,"Architects nowadays use many design approaches to reach a sustainable architecture; one of those rapidly growing approaches in the past few years is the “biomimetic approach” (Benyus, Biomimicry, William Morrow, 1997). This approach seeks solutions inspired by nature; however, some architects could encounter some difficulties in finding the relevant; appropriate solutions that fit their architectural challenge they are trying to solve. Therefore, they need to collaborate with other disciplines like biologists for assistance, consequently consuming more time and effort. There are several methodologies developed to facilitate the translation process from the biological domain to the architectural application. However, the difference in this paper is to generate a methodology tailored specifically for architects. This methodology seeks solutions for building envelope to be adaptive, for the environmental challenges, using solutions and strategies developed by plants. It will offer alternatives for specific environmental challenges at a certain adaptive level, according to the architect preferences and building typology. Consequently, overcoming the need for other disciplines in this translation process: consuming less time. Accelerating the design process is where all the data will be gathered in one platform and categorized according to the aforementioned criteria."
2-s2.0-85129310067,,,RETROFITTING OFFICE BUILDINGS: ENHANCING DAYLIGHTING PERFORMANCE WITH SWITCHABLE ETFE DOUBLE-SKIN FAÇADES,Structural Membranes 2021 10th International Conference on Textile Composites and Inflatable Structures,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-85137868865,10.1016/B978-0-12-822477-9.00019-X,10.1016/b978-0-12-822477-9.00019-x,"Interactive media facades—research prototypes, application areas and future directions",Rethinking Building Skins Transformative Technologies and Research Trajectories,Book Chapter,uncertain,elsevier,ok,1003,"This chapter discusses the application of digital technologies for creating interactive media facades. It introduces different approaches for creating dynamic building skins that can respond to external stimuli from within the building's environment. These approaches are demonstrated through media façade projects spanning from technologies that allow passersby to directly interact with content displayed on the façade to buildings that adapt their visual appearance based on activities taking place inside the building. In addition to a discussion of state-of-the-art projects, the chapter presents research studies that propose new interaction techniques and new application areas for interactive media facades. As a practical contribution, the chapter presents a framework to guide the design and implementation of interactive media facades. As a conceptual contribution, the chapter outlines criticalities, limitations, challenges and opportunities for future research and practice in this domain."
2-s2.0-85105299904,10.18848/2325-1662/CGP/V15I01/71-83,10.18848/2325-1662/cgp/v15i01/71-83,Designing an interactive and energy efficient building facade using photo voltaic panels,International Journal of Architectonic Spatial and Environmental Design,Article,uncertain,other,ok,1675,"Most of the heat gain and loss occur through the building facade as it separates outdoor from indoor conditions. Adapting with nature is one of the sustainable and effective strategies in order to reduce building energy consumption. As the sun angle changes over time and differs in various latitudes, designing an interactive building facade capable of adapting itself to outdoor conditions will improve the efficiency of indoor conditions and save a significant amount of energy. Identifying the trade-off between heating and cooling loads and lighting energy use is always challenging, especially for buildings with small facades such as residential buildings. In this study, an interactive building facade is designed for a residential building to adapt to the sun angle and consequently strike a balance between energy loads. As the result of this study, an adaptable building façade is proposed to minimize the total building energy consumption. A simulation-based energy optimization method is applied to achieve the goal. In this process, an optimization code is developed in Microsoft Visual Studio and coupled with EnergyPlus (i.e., energy simulation) software to identify the trade-off between energy loads of a residential building. The proposed interactive facade using movable Photo Voltaic (PV) panels is designed in DesignBuilder software (i.e., a graphical interface for EnergyPlus software) to identify the optimum position of movable panels. The results show that by using the proposed interactive façade, the annual energy consumption of the building is decreased by 44 percent and 8000 kWh is also generated on-site in comparison with the baseline model."
2-s2.0-85125762052,,,Design of Library Extension Featuring a Parametric/Dynamic Façade and Integrated with the Landscape in UAEU Campus,Zemch International Conference,Conference Paper,uncertain,no_doi,missing,0,
2-s2.0-85100006012,10.1016/B978-0-12-823767-0.00010-0,10.1016/b978-0-12-823767-0.00010-0,Bioshading system design method (BSDM),Climate Change Science Causes Effects and Solutions for Global Warming,Book Chapter,uncertain,elsevier,ok,808,"Bioshading system design method (BSDM) is an architectural problem-based method that uses Nature events as inspirational sources to develop and create performative and design solutions for responsive shading systems. The design method is supported by a circular relationship between three main domains: Architecture, Nature, and Artifact. The ""Architecture"" domain corresponds to the ""Definition"" process of the architectural challenge that the user aims to respond/solve; The ""Nature"" domain corresponds to the user's ""Abstraction"" process, through which he/she will be able to create the Biomeme that will support the shading system design concept; and finally, the ""Artifact"" domain corresponds to the ""Emulation"" process, through which the user will be able to conceive the architectural design solution."
2-s2.0-85104797731,10.1080/24751448.2021.1863662,10.1080/24751448.2021.1863662,Notes from the Valley of Death: A Case for Entrepreneurship in Architecture,Technology Architecture and Design,Article,uncertain,taylor_francis,ok,577,"Rather than serve individual clients, architects can pursue an entrepreneurial path by identifying current problems in culture, environment, and society in order to propose patentable solutions or products. In doing so, architects can have greater agency in various facets of the manufacturing and certification processes to influence the direction of the industry and expand the role of the architect. The commercialization process of a passively dynamic self‐shading window product called InVert demonstrates opportunities and impediments of entrepreneurship in architecture."
2-s2.0-85104637043,,10.52842/conf.caadria.2021.1.451,The synergy of building massing and facade: An evo-devo approach for performance-based design optimization combining facade design with building massing,Projections Proceedings of the 26th International Conference of the Association for Computer Aided Architectural Design Research in Asia Caadria 2021,Conference Paper,uncertain,other,missing,0,
2-s2.0-85124977232,10.1109/IMCET53404.2021.9665544,10.1109/imcet53404.2021.9665544,On the possibility of using simple weather forecast in the adaptation of building envelopes for energy efficiency,2021 IEEE 3rd International Multidisciplinary Conference on Engineering Technology Imcet 2021,Conference Paper,uncertain,ieee,ok,584,"Adaptive building envelopes consist in having components with possibly variable properties that may adapt to weather conditions in order to increase the energy efficiency. Simulation-based optimization of properties needs meteorological data. In this paper, the possibility of using simple weather forecast for the adaptation of a building envelope on a weekly basis is examined. A simple approach is defined and tested on the case of an office space situated in Beirut, Lebanon. The results are compared to those obtained with detailed meteorological data, which shows good matching."
2-s2.0-85136160419,10.1016/B978-0-12-822477-9.00022-X,10.1016/b978-0-12-822477-9.00022-x,"Inverse design for advanced building envelope materials, systems and operation",Rethinking Building Skins Transformative Technologies and Research Trajectories,Book Chapter,uncertain,elsevier,ok,1057,"Inverse problem approaches are relatively new and are growing in popularity in research in natural sciences and engineering. Inverse problem solving (or inverse design) comprises a rather heterogeneous collection of methods that are characterized by first setting the performance requirement(s) and then obtaining the optimal configuration of a material, geometry or process through a search targeting the selected performance.In this chapter, we present the concept of inverse design applied to R&D in the field of façade engineering for new systems and optimal operations. By discussing recent research activities, we provide an overview of the methods and tools for inverse design problems and the potential of this approach for the development of advanced building envelopes. The process of inverse design is further exemplified through a case study that aims to identify optimal combinations of static and dynamic shading systems for high-performance building skins to provide optimal daylight utilization and minimal risk of daylight glare discomfort."
2-s2.0-85121868197,,,Living cities: A dialogue between environment and construction,Sustainable Mediterranean Construction,Article,uncertain,no_doi,missing,0,
2-s2.0-85119206483,10.1080/19401493.2021.1991475,10.1080/19401493.2021.1991475,Dynamic heat transfer simulation method of building envelope based on Laguerre polynomials model order reduction,Journal of Building Performance Simulation,Article,uncertain,taylor_francis,ok,895,"This paper introduces the application of the model order reduction (MOR) method using Laguerre polynomials in building envelope simulation. The dynamic heat transfer problems of a single-layer roof with the sinusoidal outdoor temperature as well as a multi-layer wall and a two-dimensional corner of wall under the realistic outside solar-air temperature were solved by the direct numerical solution method and Laguerre polynomial model order reduction (LP-MOR) method. The relative error, solution time, and heat flux of the LP-MOR and other MOR methods were compared. The maximum norm of relative errors between LP-MOR and the directly direct numerical solution (DNS) method based on finite volume method (FVM) can be controlled within 10−6. Moreover, compared with solving small-scale discrete systems, LP-MOR is more efficient in solving complex models with a large number of discrete nodes."
2-s2.0-85171377186,10.1016/B978-0-12-823764-9.00009-1,10.1016/b978-0-12-823764-9.00009-1,Biointelligent quotient house as an algae-based green building,Handbook of Algal Biofuels Aspects of Cultivation Conversion and Biorefinery,Book Chapter,uncertain,elsevier,ok,1452,"Nowadays, humanity is facing severe environmental events due to our different activities (Industry, transport, agriculture, etc.). It is now apparent that there is a necessity to look for new strategies, technologies, and renewable resources instead of using the limited, depleting energy supply that causes greenhouse gas emissions, especially carbon dioxide (CO2). From 2020, in Germany and some other European countries, it will become obligatory to build zero-energy houses ""green buildings,"" where each house should produce its energy requirements using different renewable energy technologies. The BIQ (biointelligent quotient) house is an innovative technology started in Hamburg (Germany), which uses bioreactive façades covered by algal biomass to produce renewable energy. In particular, the BIQ house prototype in Hamburg, with a surface of 200 m2 of bioreactive panels covered by algae, provides the building with the energy required, and at the same time, reduces the amount of CO2 by 6 tons per year. Also, the algal biomass can be used in a biological treatment to produce biogas and biofertilizer through anaerobic digestion and composting or implementation in wastewater treatment plants. This innovative BIQ house has many advantages: air cooling and depollution, thermal insulation, dynamic shading, and noise mitigation. Therefore it is a good strategy and an innovative project for sustainable building and smart, civil management."
2-s2.0-85103482905,10.1007/978-3-030-63879-5_8,10.1007/978-3-030-63879-5_8,Calculation of Thermal Dynamic Characteristics of the Residential Buildings Living Walls,Lecture Notes in Civil Engineering,Conference Paper,uncertain,springer,ok,955,"The energy efficiency of green walls, namely, the way of saving the energy consumption by the dynamic characteristics of the façade walls is presented in this paper. Calculation and analysis of the dynamic characteristics of walls, with and without the plant cover, were performed. Comparison of the dynamic behavior of the facade, with and without the vegetation layer, is given and advantages of the former are emphasized, as well. Three different walls with different structures, but of the same individual thicknesses of layers and the same total thickness of the wall construction, were analyzed. The difference is in the thermal mass layer in the construction of a wall made of concrete with stone aggregates, solid brick, or solid blocks of lightweight concrete. Then, the three different walls of the same composition, as in the previous case, were analyzed, with upgraded layers of the soft wood and ivy representing the living layer of the wall."
